formation,wind_direction,wind_speed,inter_drone_distance_cm,soc_mode,target_soc_percent,soc_tolerance_percent,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,target_pad,node_forward_distance_cm,node_speed_cm_s,run_id,experiment_id,hover_start_timestamp,hover_end_timestamp,hover_duration_sec,node_start_timestamp,node_end_timestamp,node_duration_sec,battery_hover_start,battery_hover_end,battery_drop,observed_active_span_sec,interpolated_gap_duration_sec,simulated_tello_bridge_duration_sec,removed_interruption_duration_sec,source_experiment_ids,excluded_interruption_source_ids,contains_interpolated_data,contains_simulated_tello_battery_data
front,head wind,Level2,50,wind_tunnel,20,0,drone_1,192.168.0.100,B11,1,wind_tunnel_position_1,5,0,0,5,0,0,20260829_211154_merged_002_005,wind_tunnel_front_50_head_lv2_002,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,100,20,80,387.693,0,65.713,210.307,wind_tunnel_front_50_head_lv2_002;wind_tunnel_front_50_head_lv2_003;wind_tunnel_front_50_head_lv2_005,wind_tunnel_front_50_head_lv2_004,false,true
front,head wind,Level2,50,wind_tunnel,20,0,drone_2,192.168.0.101,B10,2,wind_tunnel_position_2,6,1,0,6,0,0,20260829_211154_merged_002_005,wind_tunnel_front_50_head_lv2_002,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,100,20,80,387.693,0,65.713,210.307,wind_tunnel_front_50_head_lv2_002;wind_tunnel_front_50_head_lv2_003;wind_tunnel_front_50_head_lv2_005,wind_tunnel_front_50_head_lv2_004,false,true
front,head wind,Level2,50,wind_tunnel,20,0,drone_3,192.168.0.102,B13,3,wind_tunnel_position_3,7,2,0,7,0,0,20260829_211154_merged_002_005,wind_tunnel_front_50_head_lv2_002,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,96,19,77,387.693,0,65.713,210.307,wind_tunnel_front_50_head_lv2_002;wind_tunnel_front_50_head_lv2_003;wind_tunnel_front_50_head_lv2_005,wind_tunnel_front_50_head_lv2_004,false,true
front,head wind,Level2,50,wind_tunnel,20,0,drone_4,192.168.0.103,B14,4,wind_tunnel_position_4,8,3,0,8,0,0,20260829_211154_merged_002_005,wind_tunnel_front_50_head_lv2_002,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,100,20,80,387.693,0,65.713,210.307,wind_tunnel_front_50_head_lv2_002;wind_tunnel_front_50_head_lv2_003;wind_tunnel_front_50_head_lv2_005,wind_tunnel_front_50_head_lv2_004,false,true
front,head wind,Level2,50,wind_tunnel,20,0,drone_5,192.168.0.104,B12,5,wind_tunnel_position_5,1,4,0,1,0,0,20260829_211154_merged_002_005,wind_tunnel_front_50_head_lv2_002,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,2026-08-29T21:12:06.395,2026-08-29T21:19:39.801,453.406,100,17,83,387.693,0,65.713,210.307,wind_tunnel_front_50_head_lv2_002;wind_tunnel_front_50_head_lv2_003;wind_tunnel_front_50_head_lv2_005,wind_tunnel_front_50_head_lv2_004,false,true
