run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:15.531,0.0,,,,80,97,97,0,0,0,0,0,0,0,-3.0,-9.0,-999.0,43,45,84,80,9.81,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:15.632,0.101,,,,80,97,97,0,0,0,0,0,0,0,1.0,-7.0,-1000.0,43,45,84,80,9.83,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:15.732,0.201,,,,80,97,97,0,0,0,0,0,0,0,-3.0,-7.0,-998.0,43,46,84,80,9.87,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:15.833,0.302,,,,80,97,97,0,0,0,0,0,0,0,-13.0,1.0,-992.0,43,46,84,80,9.83,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:15.934,0.403,,,,80,97,97,0,0,0,0,0,0,0,-3.0,-5.0,-991.0,43,46,84,80,9.8,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.035,0.504,,,,80,97,97,0,0,0,0,0,0,0,-2.0,-9.0,-994.0,43,46,84,80,9.82,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.136,0.604,,,,80,97,97,0,0,0,0,0,0,0,-1.0,-10.0,-999.0,43,46,84,80,9.76,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.238,0.707,,,,80,97,97,0,0,0,0,0,0,0,-4.0,-5.0,-998.0,43,46,84,80,9.79,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.339,0.808,,,,80,97,97,0,0,0,0,0,0,0,1.0,-10.0,-992.0,43,46,84,80,9.82,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.440,0.908,,,,80,97,97,0,0,0,0,0,0,0,-2.0,-3.0,-997.0,43,46,84,80,9.8,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.541,1.01,,,,80,97,97,0,0,0,0,0,0,0,-1.0,-13.0,-995.0,43,46,84,80,9.75,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.641,1.11,,,,80,97,97,0,0,0,0,0,0,0,4.0,-13.0,-1003.0,43,46,83,80,9.83,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.742,1.21,,,,80,97,97,0,0,0,0,0,0,0,-5.0,-13.0,-1002.0,43,46,84,80,9.84,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.842,1.311,,,,80,97,97,0,0,0,0,0,0,0,-3.0,-5.0,-1002.0,43,46,84,80,9.77,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:16.943,1.412,,,,80,96,97,1,0,0,0,0,0,0,-3.0,-6.0,-1004.0,43,46,84,80,9.77,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.043,1.512,,,,80,96,97,1,0,0,0,0,0,0,-6.0,0.0,-995.0,43,46,84,80,9.73,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.144,1.613,,,,80,96,97,1,0,0,0,0,0,0,-1.0,-6.0,-996.0,43,46,84,80,9.76,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.245,1.714,,,,80,96,97,1,0,0,0,0,0,0,1.0,-3.0,-1003.0,43,46,84,80,9.77,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.346,1.815,,,,80,96,97,1,0,0,0,0,0,0,-1.0,-5.0,-999.0,43,46,84,80,9.77,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.447,1.916,,,,80,96,97,1,0,0,0,0,0,0,-5.0,-5.0,-998.0,43,46,83,80,9.8,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.548,2.017,,,,80,96,97,1,0,0,0,0,0,0,-1.0,-9.0,-1003.0,43,46,83,80,9.76,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.650,2.118,,,,80,96,97,1,0,0,0,0,0,0,-2.0,-9.0,-999.0,43,46,83,80,9.78,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.751,2.22,,,,80,96,97,1,0,0,0,0,0,0,3.0,-10.0,-997.0,44,46,83,80,9.82,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.853,2.321,,,,80,96,97,1,0,0,0,0,0,0,2.0,-11.0,-1005.0,44,46,83,80,9.8,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:17.954,2.422,,,,80,96,97,1,0,0,0,0,0,0,-5.0,-9.0,-1003.0,44,46,83,80,9.78,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:18.054,2.523,,,,80,96,97,1,0,0,0,0,0,0,-2.0,-9.0,-1000.0,44,46,82,80,9.8,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:18.155,2.624,,,,80,96,97,1,0,0,0,0,0,0,1.0,-9.0,-1000.0,44,46,83,80,9.76,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:18.257,2.726,,,,80,96,97,1,0,0,0,0,0,0,0.0,-1.0,-1005.0,44,46,83,80,9.8,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:18.358,2.826,,,,80,96,97,1,0,0,0,0,0,0,2.0,-11.0,-1001.0,44,46,83,80,9.75,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:18.459,2.927,,,,80,96,97,1,0,0,0,0,0,0,-2.0,-7.0,-997.0,44,46,82,80,9.74,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:18.559,3.028,,,,80,96,97,1,0,0,0,0,0,0,1.0,-11.0,-1001.0,44,46,83,80,9.84,
batterytest_09_20260506_171401,drone_3_B09_hover_batterytest_09_20260506_171401,drone_3,3,192.168.0.103,B09,hover,,,hover_to_10_percent,2026-05-06T17:14:18.661,3.129,,,,80,96,97,1,0,0,0,0,0,0,4.0,-15.0,-999.0,44,46,83,80,9.82,
