trial_id,phase,timestamp,elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,yaw,vgx,vgy,vgz,battery,battery_number,takeoff_battery,temph
1,pre_takeoff,2026-03-16T15:15:48.530,0.0,-1,-100,-100,-100,,,,-132,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:48.635,0.105,-1,-100,-100,-100,,,,-132,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:48.740,0.21,-1,-100,-100,-100,,,,-132,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:48.845,0.316,-1,-100,-100,-100,,,,-132,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:48.951,0.422,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:49.054,0.525,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:49.158,0.629,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:49.262,0.732,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:49.364,0.835,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,pre_takeoff,2026-03-16T15:15:49.470,0.94,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:49.575,1.046,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:49.678,1.148,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:49.783,1.253,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:49.887,1.357,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:49.993,1.463,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:50.095,1.565,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:50.201,1.671,-1,-100,-100,-100,,,,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:50.303,1.773,-1,-100,-100,-100,,,,-132,0,0,2,75,4,75,
1,takeoff,2026-03-16T15:15:50.409,1.879,-1,-100,-100,-100,,,,-132,0,0,6,75,4,75,
1,takeoff,2026-03-16T15:15:50.510,1.981,-1,-100,-100,-100,,,,-132,0,0,6,75,4,75,
1,takeoff,2026-03-16T15:15:50.612,2.082,-1,-100,-100,-100,,,,-132,0,0,8,75,4,75,
1,takeoff,2026-03-16T15:15:50.716,2.186,-1,-100,-100,-100,,,,-131,0,0,8,75,4,75,
1,takeoff,2026-03-16T15:15:50.820,2.291,-1,-100,-100,-100,,,,-132,0,0,7,75,4,75,
1,takeoff,2026-03-16T15:15:50.926,2.396,-1,-100,-100,-100,,,,-131,0,0,7,75,4,75,
1,takeoff,2026-03-16T15:15:51.029,2.499,-1,-100,-100,-100,,,,-131,0,0,6,75,4,75,
1,takeoff,2026-03-16T15:15:51.134,2.605,-1,-100,-100,-100,,,,-131,0,0,5,75,4,75,
1,takeoff,2026-03-16T15:15:51.237,2.707,-1,-100,-100,-100,,,,-131,0,0,3,75,4,75,
1,takeoff,2026-03-16T15:15:51.340,2.811,-1,-100,-100,-100,,,,-131,0,0,2,75,4,75,
1,takeoff,2026-03-16T15:15:51.446,2.916,1,0,0,53,0,0,53,-131,0,0,2,75,4,75,
1,takeoff,2026-03-16T15:15:51.552,3.022,1,0,0,53,0,0,53,-131,0,0,2,75,4,75,
1,takeoff,2026-03-16T15:15:51.658,3.128,1,0,1,72,0,1,72,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:51.763,3.233,1,0,1,72,0,1,72,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:51.869,3.339,1,0,1,72,0,1,72,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:51.974,3.444,1,0,1,72,0,1,72,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.075,3.546,1,-1,0,79,-1,0,79,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.181,3.651,1,-1,0,79,-1,0,79,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.286,3.757,1,-1,0,79,-1,0,79,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.392,3.862,1,-1,0,79,-1,0,79,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.497,3.968,1,-1,1,81,-1,1,81,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.603,4.073,1,-1,1,81,-1,1,81,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.709,4.179,1,-1,1,81,-1,1,81,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.814,4.285,1,-1,1,81,-1,1,81,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:52.920,4.39,1,-2,1,82,-2,1,82,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:53.025,4.496,1,-2,1,82,-2,1,82,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:53.131,4.601,1,-2,1,82,-2,1,82,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:53.236,4.706,1,-2,1,82,-2,1,82,-131,0,0,0,75,4,75,
1,takeoff,2026-03-16T15:15:53.341,4.812,1,-1,1,82,-1,1,82,-131,0,0,0,75,4,75,
