trial_id,phase,timestamp,elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,yaw,vgx,vgy,vgz,battery1,pre_takeoff,2026-03-11T16:51:54.139,0.0,-1,-100,-100,-100,,,,-5,0,0,0,681,pre_takeoff,2026-03-11T16:54:09.585,0.0,-1,-100,-100,-100,,,,-2,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:09.687,0.102,-1,-100,-100,-100,,,,-2,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:09.793,0.208,-1,-100,-100,-100,,,,-2,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:09.897,0.312,-1,-100,-100,-100,,,,-2,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:10.002,0.417,-1,-100,-100,-100,,,,-2,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:10.107,0.522,-1,-100,-100,-100,,,,-2,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:10.208,0.623,-1,-100,-100,-100,,,,-2,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:10.314,0.729,-1,-100,-100,-100,,,,-1,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:10.419,0.834,-1,-100,-100,-100,,,,-1,0,0,0,66
1,pre_takeoff,2026-03-11T16:54:10.525,0.94,-1,-100,-100,-100,,,,-1,0,0,0,66
1,takeoff,2026-03-11T16:54:10.629,1.044,-1,-100,-100,-100,,,,-1,0,0,0,66
1,takeoff,2026-03-11T16:54:10.734,1.149,-1,-100,-100,-100,,,,-1,0,0,0,66
1,takeoff,2026-03-11T16:54:10.837,1.252,-1,-100,-100,-100,,,,-2,0,0,0,66
1,takeoff,2026-03-11T16:54:10.943,1.358,-1,-100,-100,-100,,,,-2,0,0,0,66
1,takeoff,2026-03-11T16:54:11.049,1.464,-1,-100,-100,-100,,,,-1,0,0,0,66
1,takeoff,2026-03-11T16:54:11.154,1.569,-1,-100,-100,-100,,,,-1,0,0,0,66
1,takeoff,2026-03-11T16:54:11.259,1.674,-1,-100,-100,-100,,,,-2,0,0,0,66
1,takeoff,2026-03-11T16:54:11.364,1.779,-1,-100,-100,-100,,,,-2,0,0,0,66
1,takeoff,2026-03-11T16:54:11.467,1.882,-1,-100,-100,-100,,,,-2,0,0,2,66
1,takeoff,2026-03-11T16:54:11.568,1.983,-1,-100,-100,-100,,,,-2,0,0,5,66
1,takeoff,2026-03-11T16:54:11.672,2.087,-1,-100,-100,-100,,,,-2,0,0,7,66
1,takeoff,2026-03-11T16:54:11.778,2.193,-1,-100,-100,-100,,,,-2,0,0,8,66
1,takeoff,2026-03-11T16:54:11.883,2.298,-1,-100,-100,-100,,,,-2,0,0,8,66
1,takeoff,2026-03-11T16:54:11.987,2.402,-1,-100,-100,-100,,,,-2,0,0,8,66
1,takeoff,2026-03-11T16:54:12.091,2.506,-1,-100,-100,-100,,,,-2,0,0,7,66
1,takeoff,2026-03-11T16:54:12.196,2.611,-1,-100,-100,-100,,,,-2,0,0,6,66
1,takeoff,2026-03-11T16:54:12.301,2.716,-1,-100,-100,-100,,,,-2,0,0,5,66
1,takeoff,2026-03-11T16:54:12.405,2.819,-1,-100,-100,-100,,,,-2,0,0,3,66
1,takeoff,2026-03-11T16:54:12.509,2.924,-1,-100,-100,-100,,,,-2,0,0,2,66
1,takeoff,2026-03-11T16:54:12.614,3.029,-1,-100,-100,-100,,,,-2,0,0,1,66
1,takeoff,2026-03-11T16:54:12.719,3.134,-1,-100,-100,-100,,,,-2,0,0,0,66
