trial_id,experiment_type,hover_duration_sec,drone_name,drone_ip,drone_role,start_pad,target_pad,phase,timestamp,elapsed_time,hover_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,battery,battery_hover_start,battery_end,battery_drop,templ,temph,tof,h,baro,motor_time,target_x,target_y,target_z,position_error_x,position_error_y,position_error_z,position_error_dist
28,hover_column,60,drone_left,192.168.0.102,left,1,1,pre_hover_settle,2026-04-29T11:22:32.828,0.0,0.0,1,0,-1,82,0,-1,82,-3,0,-3,0,0,0,-4.0,5.0,-1011.0,52,52,,,64,66,81,70,-98.24,248,0,0,80,0,1,-2,2.236
28,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:22:32.828,0.0,0.0,2,-12,0,75,-12,50,75,-20,-5,2,0,0,0,-77.0,5.0,-1016.0,50,50,,,65,67,74,60,-98.2,260,0,50,80,12,0,5,13.0
28,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:22:32.828,0.0,0.0,3,-7,5,82,-7,105,82,0,-3,0,0,0,0,-49.0,-3.0,-1008.0,45,45,,,69,72,80,70,-97.49,275,0,100,80,7,-5,-2,8.832
28,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:22:32.931,0.104,0.104,1,0,-1,82,0,-1,82,-3,0,-2,0,0,0,-64.0,16.0,-1028.0,52,52,,,63,66,80,70,-98.32,249,0,0,80,0,1,-2,2.236
28,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:22:32.931,0.104,0.104,2,-12,0,75,-12,50,75,-20,-5,1,0,-1,0,-84.0,-23.0,-927.0,50,50,,,65,67,73,60,-98.36,260,0,50,80,12,0,5,13.0
28,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:22:32.931,0.104,0.104,3,-7,5,82,-7,105,82,-1,-3,0,0,0,0,-65.0,9.0,-987.0,45,45,,,69,72,81,70,-97.54,275,0,100,80,7,-5,-2,8.832
28,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:22:33.037,0.21,0.21,1,0,-1,82,0,-1,82,-3,0,-1,0,0,0,-18.0,27.0,-1011.0,52,52,,,63,66,80,70,-98.39,249,0,0,80,0,1,-2,2.236
28,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:22:33.037,0.21,0.21,2,-11,-3,75,-11,47,75,-20,-5,0,0,-1,0,-91.0,-28.0,-1033.0,50,50,,,65,67,72,60,-98.4,261,0,50,80,11,3,5,12.45
28,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:22:33.037,0.21,0.21,3,-8,4,81,-8,104,81,-1,-2,0,0,0,0,-82.0,-6.0,-1003.0,45,45,,,69,72,82,70,-97.35,275,0,100,80,8,-4,-1,9.0
28,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:22:33.143,0.315,0.315,1,0,-1,82,0,-1,82,-3,0,-1,0,0,0,-18.0,27.0,-1011.0,52,52,,,63,66,80,70,-98.39,249,0,0,80,0,1,-2,2.236
