trial_id,phase,timestamp,elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,yaw,vgx,vgy,vgz,battery1,pre_takeoff,2026-03-11T16:51:54.139,0.0,-1,-100,-100,-100,,,,-5,0,0,0,681,pre_takeoff,2026-03-11T16:54:09.585,0.0,-1,-100,-100,-100,,,,-2,0,0,0,667,pre_takeoff,2026-03-11T17:13:03.022,0.0,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.126,0.104,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.230,0.208,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.335,0.313,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.441,0.419,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.546,0.524,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.650,0.628,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.752,0.731,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.858,0.836,-1,-100,-100,-100,,,,97,0,0,0,90
7,pre_takeoff,2026-03-11T17:13:03.962,0.94,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.067,1.045,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.172,1.151,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.276,1.254,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.380,1.358,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.485,1.463,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.587,1.565,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.693,1.671,-1,-100,-100,-100,,,,97,0,0,0,90
7,takeoff,2026-03-11T17:13:04.795,1.773,-1,-100,-100,-100,,,,97,0,0,1,90
7,takeoff,2026-03-11T17:13:04.896,1.875,-1,-100,-100,-100,,,,96,0,0,4,90
7,takeoff,2026-03-11T17:13:05.002,1.98,-1,-100,-100,-100,,,,97,0,0,7,90
7,takeoff,2026-03-11T17:13:05.107,2.086,-1,-100,-100,-100,,,,97,0,0,8,90
7,takeoff,2026-03-11T17:13:05.209,2.187,-1,-100,-100,-100,,,,96,0,0,8,90
7,takeoff,2026-03-11T17:13:05.312,2.29,-1,-100,-100,-100,,,,96,0,0,8,90
7,takeoff,2026-03-11T17:13:05.416,2.394,-1,-100,-100,-100,,,,97,0,0,6,90
7,takeoff,2026-03-11T17:13:05.522,2.5,-1,-100,-100,-100,,,,97,0,0,5,90
7,takeoff,2026-03-11T17:13:05.627,2.605,-1,-100,-100,-100,,,,97,0,0,4,90
7,takeoff,2026-03-11T17:13:05.731,2.709,-1,-100,-100,-100,,,,97,0,0,4,90
7,takeoff,2026-03-11T17:13:05.836,2.814,1,0,0,53,0,0,53,97,0,0,2,90
