trial_id,experiment_type,hover_duration_sec,drone_name,drone_ip,drone_role,start_pad,target_pad,phase,timestamp,elapsed_time,hover_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,battery,battery_hover_start,battery_end,battery_drop,templ,temph,tof,h,baro,motor_time,target_x,target_y,target_z,position_error_x,position_error_y,position_error_z,position_error_dist
26,hover_column,60,drone_left,192.168.0.102,left,1,1,pre_hover_settle,2026-04-29T11:14:20.944,0.0,0.0,1,-6,6,83,-6,6,83,-4,-1,-1,0,0,0,-65.0,-13.0,-1007.0,74,74,,,62,65,82,70,-97.94,94,0,0,80,6,-6,-3,9.0
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:20.944,0.0,0.0,2,-12,8,86,-12,58,86,-28,-2,0,0,0,0,-56.0,-38.0,-1004.0,72,72,,,64,67,83,70,-97.55,99,0,50,80,12,-8,-6,15.62
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:20.944,0.0,0.0,3,-3,2,84,-3,102,84,0,0,-1,0,0,0,-31.0,6.0,-1019.0,70,70,,,67,69,82,70,-96.96,104,0,100,80,3,-2,-4,5.385
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.050,0.106,0.106,1,-6,6,83,-6,6,83,-4,-1,-2,0,0,0,-39.0,-22.0,-1011.0,74,74,,,62,65,83,70,-97.94,94,0,0,80,6,-6,-3,9.0
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.050,0.106,0.106,2,-12,8,86,-12,58,86,-28,-2,2,0,0,0,-86.0,-14.0,-991.0,72,72,,,64,67,82,70,-97.73,99,0,50,80,12,-8,-6,15.62
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.050,0.106,0.106,3,-3,2,84,-3,102,84,-1,0,-1,0,0,0,-11.0,-12.0,-1004.0,70,70,,,67,69,82,70,-96.88,104,0,100,80,3,-2,-4,5.385
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.155,0.211,0.211,1,-6,6,83,-6,6,83,-4,-2,-1,0,0,0,-72.0,15.0,-1038.0,74,74,,,62,65,83,70,-97.88,95,0,0,80,6,-6,-3,9.0
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.155,0.211,0.211,2,-18,9,84,-18,59,84,-28,-2,4,0,0,0,-51.0,-22.0,-993.0,72,72,,,64,67,81,70,-97.68,99,0,50,80,18,-9,-4,20.518
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.155,0.211,0.211,3,-3,2,84,-3,102,84,-1,0,0,0,0,0,-54.0,1.0,-997.0,70,70,,,67,69,82,70,-97.0,104,0,100,80,3,-2,-4,5.385
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.261,0.317,0.317,1,-6,6,83,-6,6,83,-4,-2,0,0,0,0,-61.0,14.0,-987.0,74,74,,,62,65,83,70,-98.05,95,0,0,80,6,-6,-3,9.0
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.261,0.317,0.317,2,-18,9,84,-18,59,84,-28,-2,2,0,0,0,-83.0,-43.0,-931.0,72,72,,,64,67,81,70,-97.57,99,0,50,80,18,-9,-4,20.518
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.261,0.317,0.317,3,-3,2,84,-3,102,84,0,0,0,0,0,0,-35.0,9.0,-1010.0,70,70,,,67,69,82,70,-97.12,105,0,100,80,3,-2,-4,5.385
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.364,0.42,0.42,1,-6,5,83,-6,5,83,-4,-2,0,0,0,0,-65.0,34.0,-992.0,74,74,,,62,65,85,70,-97.83,95,0,0,80,6,-5,-3,8.367
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.364,0.42,0.42,2,-18,9,84,-18,59,84,-28,-3,2,0,0,0,-20.0,-32.0,-984.0,72,72,,,64,67,81,70,-97.75,99,0,50,80,18,-9,-4,20.518
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.364,0.42,0.42,3,-3,0,83,-3,100,83,0,-1,0,0,0,0,-35.0,9.0,-990.0,70,70,,,67,69,81,70,-97.17,105,0,100,80,3,0,-3,4.243
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.469,0.525,0.525,1,-6,5,83,-6,5,83,-4,-3,0,0,0,0,-58.0,16.0,-1018.0,74,74,,,62,65,84,70,-97.88,95,0,0,80,6,-5,-3,8.367
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.469,0.525,0.525,2,-19,13,82,-19,63,82,-28,-2,2,0,0,0,-10.0,-25.0,-1027.0,72,72,,,64,67,81,70,-97.62,99,0,50,80,19,-13,-2,23.108
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.469,0.525,0.525,3,-3,0,83,-3,100,83,0,-1,0,0,0,0,-56.0,16.0,-1016.0,70,70,,,67,69,81,70,-97.12,105,0,100,80,3,0,-3,4.243
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.575,0.631,0.631,1,-6,5,83,-6,5,83,-4,-3,0,0,0,0,-39.0,-1.0,-994.0,74,74,,,62,65,83,70,-97.79,95,0,0,80,6,-5,-3,8.367
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.575,0.631,0.631,2,-19,13,82,-19,63,82,-28,-2,2,0,0,0,-10.0,-25.0,-1027.0,72,72,,,64,67,81,70,-97.62,99,0,50,80,19,-13,-2,23.108
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.575,0.631,0.631,3,-3,0,83,-3,100,83,-1,-1,0,0,0,0,-54.0,27.0,-971.0,70,70,,,67,69,82,70,-97.07,105,0,100,80,3,0,-3,4.243
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.680,0.736,0.736,1,-5,5,84,-5,5,84,-4,-3,0,0,0,0,-52.0,22.0,-1008.0,74,74,,,62,65,83,70,-97.77,95,0,0,80,5,-5,-4,8.124
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.680,0.736,0.736,2,-19,13,82,-19,63,82,-27,0,2,0,0,0,-23.0,-36.0,-961.0,72,72,,,64,66,80,70,-97.7,100,0,50,80,19,-13,-2,23.108
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.680,0.736,0.736,3,-3,4,83,-3,104,83,-1,-1,0,0,0,0,-31.0,17.0,-1007.0,70,70,,,67,69,82,70,-97.03,105,0,100,80,3,-4,-3,5.831
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.782,0.838,0.838,1,-5,5,84,-5,5,84,-4,-2,0,0,0,0,-49.0,2.0,-1016.0,74,74,,,62,65,83,70,-97.86,95,0,0,80,5,-5,-4,8.124
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.782,0.838,0.838,2,-19,13,82,-19,63,82,-27,0,2,0,0,0,-41.0,-17.0,-1033.0,72,72,,,64,66,82,70,-97.66,100,0,50,80,19,-13,-2,23.108
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.782,0.838,0.838,3,-3,4,83,-3,104,83,-1,-2,0,0,0,0,-32.0,5.0,-1006.0,70,70,,,67,69,82,70,-96.99,105,0,100,80,3,-4,-3,5.831
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.888,0.944,0.944,1,-5,5,84,-5,5,84,-4,-2,0,0,0,0,-71.0,8.0,-1022.0,74,74,,,62,65,82,70,-97.86,95,0,0,80,5,-5,-4,8.124
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.888,0.944,0.944,2,-19,13,82,-19,63,82,-28,-1,1,0,0,0,-53.0,8.0,-1048.0,72,72,,,64,66,81,70,-97.65,100,0,50,80,19,-13,-2,23.108
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.888,0.944,0.944,3,-3,4,83,-3,104,83,-1,-2,-1,0,0,0,-37.0,12.0,-1018.0,70,70,,,67,69,82,70,-97.01,105,0,100,80,3,-4,-3,5.831
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:21.994,1.05,1.05,1,-5,5,84,-5,5,84,-4,-2,0,0,0,0,-62.0,21.0,-1008.0,74,74,,,62,65,83,70,-98.01,95,0,0,80,5,-5,-4,8.124
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:21.994,1.05,1.05,2,-23,8,81,-23,58,81,-28,-1,0,0,0,0,-21.0,-21.0,-969.0,72,72,,,64,66,83,70,-97.47,100,0,50,80,23,-8,-1,24.372
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:21.994,1.05,1.05,3,-3,4,83,-3,104,83,-1,-2,-1,0,0,0,-76.0,23.0,-972.0,70,70,,,67,69,82,70,-96.98,105,0,100,80,3,-4,-3,5.831
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.099,1.155,1.155,1,-4,5,83,-4,5,83,-4,-3,1,0,0,0,-57.0,40.0,-997.0,74,74,,,62,65,84,70,-97.95,96,0,0,80,4,-5,-3,7.071
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.099,1.155,1.155,2,-23,8,81,-23,58,81,-28,0,0,0,0,0,-11.0,-37.0,-952.0,72,72,,,64,66,84,70,-97.54,100,0,50,80,23,-8,-1,24.372
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.099,1.155,1.155,3,-2,2,83,-2,102,83,-1,-2,-1,0,0,0,-64.0,7.0,-999.0,70,70,,,66,69,83,70,-97.09,105,0,100,80,2,-2,-3,4.123
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.200,1.256,1.256,1,-4,5,83,-4,5,83,-4,-3,1,0,0,0,-44.0,13.0,-990.0,74,74,,,62,65,85,70,-97.79,96,0,0,80,4,-5,-3,7.071
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.200,1.256,1.256,2,-23,8,81,-23,58,81,-28,0,1,0,0,0,-27.0,-3.0,-940.0,72,72,,,64,66,84,70,-97.71,100,0,50,80,23,-8,-1,24.372
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.200,1.256,1.256,3,-2,2,83,-2,102,83,-1,-2,-1,0,0,0,-64.0,7.0,-999.0,70,70,,,66,69,83,70,-97.09,105,0,100,80,2,-2,-3,4.123
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.306,1.362,1.362,1,-4,5,83,-4,5,83,-4,-2,0,0,0,0,-17.0,24.0,-1020.0,74,74,,,62,65,84,70,-97.73,96,0,0,80,4,-5,-3,7.071
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.306,1.362,1.362,2,-20,15,83,-20,65,83,-28,0,2,0,0,0,-15.0,3.0,-947.0,72,72,,,64,66,84,70,-97.64,100,0,50,80,20,-15,-3,25.179
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.306,1.362,1.362,3,-2,2,83,-2,102,83,-2,-3,-1,0,0,0,-56.0,-30.0,-1021.0,70,70,,,66,69,83,70,-97.1,106,0,100,80,2,-2,-3,4.123
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.412,1.468,1.468,1,-6,5,83,-6,5,83,-4,-1,0,0,0,0,-47.0,28.0,-953.0,74,74,,,62,65,83,70,-97.71,96,0,0,80,6,-5,-3,8.367
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.412,1.468,1.468,2,-20,15,83,-20,65,83,-28,-1,2,0,0,0,-78.0,0.0,-1009.0,72,72,,,64,66,84,70,-97.56,100,0,50,80,20,-15,-3,25.179
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.412,1.468,1.468,3,-2,2,83,-2,102,83,-2,-3,-1,0,0,0,-66.0,-19.0,-997.0,70,70,,,66,69,83,70,-97.14,106,0,100,80,2,-2,-3,4.123
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.517,1.574,1.574,1,-6,5,83,-6,5,83,-3,-2,0,0,0,0,4.0,-13.0,-1006.0,74,74,,,62,65,83,70,-97.85,96,0,0,80,6,-5,-3,8.367
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.517,1.574,1.574,2,-20,15,83,-20,65,83,-27,-2,0,0,0,0,-56.0,16.0,-1038.0,72,72,,,64,66,84,70,-97.47,100,0,50,80,20,-15,-3,25.179
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.517,1.574,1.574,3,0,0,84,0,100,84,-2,-4,0,0,0,0,-55.0,-16.0,-1003.0,70,70,,,66,69,83,70,-97.08,106,0,100,80,0,0,-4,4.0
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.623,1.679,1.679,1,-6,5,83,-6,5,83,-3,-2,0,0,0,0,-25.0,12.0,-959.0,74,74,,,62,65,83,70,-97.7,96,0,0,80,6,-5,-3,8.367
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.623,1.679,1.679,2,-20,15,83,-20,65,83,-27,-1,0,0,0,0,-51.0,-1.0,-959.0,72,72,,,63,66,84,70,-97.47,101,0,50,80,20,-15,-3,25.179
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.623,1.679,1.679,3,0,0,84,0,100,84,-2,-4,0,0,0,0,-59.0,-25.0,-1004.0,70,70,,,66,69,82,70,-97.06,106,0,100,80,0,0,-4,4.0
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.729,1.785,1.785,1,-8,3,83,-8,3,83,-3,-1,0,0,0,0,5.0,2.0,-1074.0,74,74,,,62,64,83,70,-97.81,96,0,0,80,8,-3,-3,9.055
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.729,1.785,1.785,2,-20,18,83,-20,68,83,-28,0,0,0,0,0,-6.0,-21.0,-1021.0,72,72,,,63,66,84,70,-97.49,101,0,50,80,20,-18,-3,27.074
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.729,1.785,1.785,3,0,0,84,0,100,84,-1,-4,1,0,1,0,-62.0,-16.0,-998.0,70,70,,,66,69,82,70,-96.99,106,0,100,80,0,0,-4,4.0
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.834,1.89,1.89,1,-8,3,83,-8,3,83,-3,-1,0,0,0,0,-31.0,-20.0,-1028.0,74,74,,,62,64,83,70,-97.7,96,0,0,80,8,-3,-3,9.055
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.834,1.89,1.89,2,-20,18,83,-20,68,83,-28,-1,0,0,0,0,4.0,-13.0,-929.0,72,72,,,63,66,84,70,-97.55,101,0,50,80,20,-18,-3,27.074
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.834,1.89,1.89,3,0,0,84,0,100,84,-1,-3,2,0,0,0,-51.0,-17.0,-1012.0,70,70,,,66,69,81,70,-97.07,106,0,100,80,0,0,-4,4.0
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:22.940,1.996,1.996,1,-8,3,83,-8,3,83,-3,0,0,0,0,0,-24.0,17.0,-981.0,74,74,,,62,64,83,70,-97.74,96,0,0,80,8,-3,-3,9.055
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:22.940,1.996,1.996,2,-20,18,83,-20,68,83,-28,0,1,0,0,0,-58.0,19.0,-1025.0,72,72,,,63,66,83,70,-97.55,101,0,50,80,20,-18,-3,27.074
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:22.940,1.996,1.996,3,-1,0,83,-1,100,83,-1,-3,2,0,0,0,-69.0,8.0,-1008.0,70,70,,,66,69,81,70,-97.02,106,0,100,80,1,0,-3,3.162
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:23.045,2.102,2.102,1,-8,3,83,-8,3,83,-3,0,0,0,0,0,-17.0,-3.0,-1034.0,74,74,,,62,64,82,70,-97.83,96,0,0,80,8,-3,-3,9.055
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:23.045,2.102,2.102,2,-20,18,83,-20,68,83,-28,0,0,0,0,0,-45.0,-59.0,-1112.0,72,72,,,63,66,83,70,-97.51,101,0,50,80,20,-18,-3,27.074
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:23.045,2.102,2.102,3,-1,0,83,-1,100,83,-1,-4,1,0,0,0,-72.0,9.0,-1003.0,70,70,,,66,69,81,70,-97.27,106,0,100,80,1,0,-3,3.162
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:23.151,2.207,2.207,1,-10,3,82,-10,3,82,-3,0,0,0,0,0,-23.0,37.0,-1008.0,74,74,,,62,64,82,70,-97.85,97,0,0,80,10,-3,-2,10.63
26,hover_column,60,drone_middle,192.168.0.101,middle,2,2,hover_hold,2026-04-29T11:14:23.151,2.207,2.207,2,-20,18,83,-20,68,83,-28,0,0,0,0,0,-27.0,-126.0,-967.0,72,72,,,63,66,82,70,-97.46,101,0,50,80,20,-18,-3,27.074
26,hover_column,60,drone_right,192.168.0.103,right,3,3,hover_hold,2026-04-29T11:14:23.151,2.207,2.207,3,-1,0,83,-1,100,83,-1,-4,1,0,0,0,-90.0,9.0,-996.0,70,70,,,67,69,81,70,-97.15,106,0,100,80,1,0,-3,3.162
26,hover_column,60,drone_left,192.168.0.102,left,1,1,hover_hold,2026-04-29T11:14:23.259,2.315,2.315,1,-10,3,82,-10,3,82,-4,-1,0,0,0,0,-41.0,31.0,-1054.0,74,74,,,62,64,81,70,-97.86,97,0,0,80,10,-3,-2,10.63
