trial_id,phase,timestamp,elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,yaw,vgx,vgy,vgz,battery,battery_number,takeoff_battery,temph
1,pre_takeoff,2026-03-26T16:30:22.009,0.001,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.114,0.106,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.220,0.212,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.323,0.315,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.429,0.421,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.530,0.522,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.634,0.626,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.738,0.73,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.843,0.835,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,80
1,pre_takeoff,2026-03-26T16:30:22.947,0.939,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.048,1.04,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.152,1.144,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.258,1.25,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.363,1.355,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.467,1.459,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.570,1.562,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.676,1.668,-1,-100,-100,-100,,,,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:23.781,1.773,-1,-100,-100,-100,,,,16,0,0,1,50,1,50,79
1,takeoff,2026-03-26T16:30:23.887,1.879,-1,-100,-100,-100,,,,16,0,0,4,50,1,50,80
1,takeoff,2026-03-26T16:30:23.989,1.981,-1,-100,-100,-100,,,,16,0,0,7,50,1,50,80
1,takeoff,2026-03-26T16:30:24.094,2.086,-1,-100,-100,-100,,,,16,0,0,8,50,1,50,80
1,takeoff,2026-03-26T16:30:24.200,2.192,-1,-100,-100,-100,,,,16,0,0,9,50,1,50,80
1,takeoff,2026-03-26T16:30:24.301,2.293,-1,-100,-100,-100,,,,16,0,0,9,50,1,50,80
1,takeoff,2026-03-26T16:30:24.406,2.398,-1,-100,-100,-100,,,,16,0,0,9,50,1,50,80
1,takeoff,2026-03-26T16:30:24.512,2.504,-1,-100,-100,-100,,,,16,0,0,7,50,1,50,80
1,takeoff,2026-03-26T16:30:24.618,2.61,-1,-100,-100,-100,,,,16,0,0,6,50,1,50,80
1,takeoff,2026-03-26T16:30:24.718,2.71,-1,-100,-100,-100,,,,16,0,0,5,50,1,50,80
1,takeoff,2026-03-26T16:30:24.823,2.815,-1,-100,-100,-100,,,,16,0,0,4,50,1,50,80
1,takeoff,2026-03-26T16:30:24.925,2.917,1,1,-30,49,1,-30,49,16,0,0,2,50,1,50,80
1,takeoff,2026-03-26T16:30:25.031,3.023,1,1,-30,49,1,-30,49,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:25.136,3.128,1,1,-30,49,1,-30,49,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:25.241,3.233,1,1,-30,49,1,-30,49,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:25.342,3.334,1,0,-25,69,0,-25,69,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:25.448,3.44,1,0,-25,69,0,-25,69,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:25.551,3.543,1,0,-25,69,0,-25,69,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:25.655,3.647,1,2,-28,69,2,-28,69,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:25.755,3.747,1,2,-28,69,2,-28,69,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:25.858,3.85,1,2,-28,69,2,-28,69,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:25.964,3.956,1,2,-28,69,2,-28,69,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:26.068,4.06,1,2,-28,68,2,-28,68,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:26.173,4.165,1,2,-28,68,2,-28,68,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:26.279,4.271,1,2,-28,68,2,-28,68,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:26.380,4.372,1,2,-28,72,2,-28,72,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:26.486,4.478,1,2,-28,72,2,-28,72,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:26.592,4.584,1,2,-28,72,2,-28,72,16,0,0,1,50,1,50,80
1,takeoff,2026-03-26T16:30:26.693,4.685,1,0,-27,76,0,-27,76,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:26.799,4.791,1,0,-27,76,0,-27,76,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:26.902,4.894,1,0,-27,76,0,-27,76,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.007,4.999,1,0,-27,76,0,-27,76,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.109,5.101,1,1,-26,81,1,-26,81,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.213,5.205,1,1,-26,81,1,-26,81,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.315,5.307,1,1,-26,81,1,-26,81,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.417,5.409,1,1,-26,81,1,-26,81,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.522,5.514,1,-1,-24,85,-1,-24,85,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.628,5.62,1,-1,-24,85,-1,-24,85,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.732,5.724,1,-1,-24,85,-1,-24,85,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.835,5.827,1,2,-28,85,2,-28,85,16,0,0,0,50,1,50,80
1,takeoff,2026-03-26T16:30:27.940,5.932,1,2,-28,85,2,-28,85,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.042,6.034,1,2,-28,85,2,-28,85,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.148,6.14,1,2,-28,85,2,-28,85,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.253,6.245,1,3,-28,86,3,-28,86,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.356,6.348,1,3,-28,86,3,-28,86,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.461,6.453,1,3,-28,86,3,-28,86,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.567,6.559,1,3,-28,86,3,-28,86,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.670,6.662,1,1,-26,87,1,-26,87,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.775,6.767,1,1,-26,87,1,-26,87,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.880,6.872,1,1,-26,87,1,-26,87,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:28.986,6.978,1,-2,-24,89,-2,-24,89,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:29.090,7.082,1,-2,-24,89,-2,-24,89,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:29.195,7.187,1,-2,-24,89,-2,-24,89,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:29.301,7.293,1,-2,-24,89,-2,-24,89,16,0,0,0,50,1,50,79
1,takeoff,2026-03-26T16:30:29.407,7.399,1,0,-28,88,0,-28,88,16,0,0,0,50,1,50,79
