trial_id,phase,timestamp,elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,yaw,vgx,vgy,vgz,battery
1,pre_takeoff,2026-03-11T17:43:28.227,0.001,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:28.335,0.109,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:28.442,0.216,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:28.547,0.321,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:28.655,0.429,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:28.764,0.538,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:28.873,0.647,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:28.983,0.757,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:29.092,0.865,-1,-100,-100,-100,,,,77,0,0,0,90
1,pre_takeoff,2026-03-11T17:43:29.193,0.967,-1,-100,-100,-100,,,,77,0,0,0,90
1,takeoff,2026-03-11T17:43:29.301,1.075,-1,-100,-100,-100,,,,77,0,0,0,90
1,takeoff,2026-03-11T17:43:29.410,1.184,-1,-100,-100,-100,,,,77,0,0,0,90
1,takeoff,2026-03-11T17:43:29.513,1.287,-1,-100,-100,-100,,,,77,0,0,0,90
1,takeoff,2026-03-11T17:43:29.624,1.398,-1,-100,-100,-100,,,,77,0,0,0,90
1,takeoff,2026-03-11T17:43:29.731,1.505,-1,-100,-100,-100,,,,77,0,0,0,90
1,takeoff,2026-03-11T17:43:29.839,1.613,-1,-100,-100,-100,,,,77,0,0,0,90
1,takeoff,2026-03-11T17:43:29.947,1.721,-1,-100,-100,-100,,,,76,0,0,0,90
1,takeoff,2026-03-11T17:43:30.058,1.832,-1,-100,-100,-100,,,,76,0,0,2,90
1,takeoff,2026-03-11T17:43:30.164,1.938,-1,-100,-100,-100,,,,76,0,0,5,90
1,takeoff,2026-03-11T17:43:30.273,2.047,-1,-100,-100,-100,,,,76,0,0,7,90
1,takeoff,2026-03-11T17:43:30.383,2.157,-1,-100,-100,-100,,,,76,0,0,8,90
1,takeoff,2026-03-11T17:43:30.491,2.265,-1,-100,-100,-100,,,,76,0,0,8,90
