run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,node_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,target_pad,node_forward_distance_cm,node_speed_cm_s,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,pre_node_settle,2026-05-18T11:26:54.226,9.98,0.001,0.001,4,5,-3,94,155,-3,94,150,250,80,1,250,10,-5,253,-14,253.436,,,71,71,,-5,-3,0,0,0,0,-53.0,9.0,-992.0,56,59,92,80,-6.51,128
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:26:55.236,10.99,1.011,1.011,4,9,-4,92,159,-4,92,150,250,80,1,250,10,-9,254,-12,254.443,,,71,71,,-5,-3,0,-1,0,0,-66.0,-7.0,-1005.0,57,59,88,70,-6.49,129
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:26:56.243,11.997,2.018,2.018,4,3,4,89,153,4,89,150,250,80,1,250,10,-3,246,-9,246.183,,,71,71,,-5,-5,0,0,0,0,-93.0,-6.0,-1009.0,56,59,84,70,-6.61,130
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:26:57.249,13.003,3.024,3.024,4,3,7,85,153,7,85,150,250,80,1,250,10,-3,243,-5,243.07,,,71,71,,-5,-5,0,0,0,0,-98.0,2.0,-981.0,56,59,79,60,-6.63,131
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:26:58.252,14.006,4.028,4.028,4,4,15,83,154,15,83,150,250,80,1,250,10,-4,235,-3,235.053,,,71,71,,-5,-2,3,-1,1,0,-48.0,-44.0,-1001.0,56,59,80,70,-6.71,132
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:26:59.259,15.013,5.034,5.034,5,-8,-21,79,142,29,79,150,250,80,1,250,10,8,221,1,221.147,,,71,71,,-5,-3,2,-1,0,0,-77.0,9.0,-1018.0,56,59,75,60,-6.66,133
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:27:00.265,16.019,6.04,6.04,5,6,-8,77,156,42,77,150,250,80,1,250,10,-6,208,3,208.108,,,71,71,,-5,0,2,-1,0,0,-24.0,-66.0,-1014.0,57,59,75,60,-6.66,134
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_2_of_5,2026-05-18T11:27:01.272,17.027,7.048,7.048,5,-16,3,78,134,53,78,150,250,80,1,250,10,16,197,2,197.659,,,71,71,,-5,-4,0,0,0,0,-73.0,-30.0,-1028.0,57,60,78,60,-6.72,135
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_2_of_5,2026-05-18T11:27:02.279,18.034,8.055,8.055,5,-1,5,79,149,55,79,150,250,80,1,250,10,1,195,1,195.005,,,71,71,,-6,-2,2,-1,0,0,-16.0,-60.0,-1013.0,57,59,75,60,-6.58,136
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_2_of_5,2026-05-18T11:27:03.287,19.041,9.062,9.062,5,-8,15,76,142,65,76,150,250,80,1,250,10,8,185,4,185.216,,,71,71,,-5,-3,1,0,0,0,-65.0,-35.0,-1034.0,57,59,77,60,-6.65,137
