run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,hover_start_timestamp,hover_end_timestamp,hover_duration_sec,node_start_timestamp,node_end_timestamp,node_duration_sec,target_pad,node_forward_distance_cm,node_speed_cm_s,battery_hover_start,battery_hover_end,battery_drop
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,2026-05-18T11:30:37.962,2026-05-18T11:31:20.639,42.677,2026-05-18T11:30:37.962,2026-05-18T11:31:20.639,42.677,1,250,10,54,45,9
