run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,node_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,target_pad,node_forward_distance_cm,node_speed_cm_s,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,pre_node_settle,2026-05-18T11:29:23.735,9.664,0.001,0.001,4,0,0,92,150,0,92,150,250,80,1,250,10,0,250,-12,250.288,,,62,62,,-5,-3,1,0,0,0,-61.0,-30.0,-962.0,59,62,91,70,-6.43,236
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:29:24.744,10.673,1.01,1.01,4,-1,2,92,149,2,92,150,250,80,1,250,10,1,248,-12,248.292,,,62,62,,-5,-1,1,-1,0,-1,-38.0,-26.0,-945.0,59,62,87,70,-6.27,237
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:29:25.746,11.675,2.012,2.012,4,-7,9,85,143,9,85,150,250,80,1,250,10,7,241,-5,241.153,,,62,62,,-5,0,3,-1,0,0,-16.0,-40.0,-1034.0,59,61,78,60,-6.54,238
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:29:26.753,12.682,3.019,3.019,5,-27,-12,73,123,38,73,150,250,80,1,250,10,27,212,7,213.827,,,62,62,,-5,1,3,-1,0,0,2.0,-50.0,-1005.0,59,61,77,60,-6.55,239
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:29:27.763,13.692,4.029,4.029,5,-24,1,75,126,51,75,150,250,80,1,250,10,24,199,5,200.504,,,62,62,,-5,1,0,0,0,0,-2.0,-30.0,-1054.0,59,62,76,60,-6.4,240
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:29:28.769,14.698,5.035,5.035,5,-1,1,79,149,51,79,150,250,80,1,250,10,1,199,1,199.005,,,62,62,,-5,1,1,0,-1,0,4.0,-39.0,-1010.0,59,62,77,60,-6.48,241
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_1_of_5,2026-05-18T11:29:29.776,15.705,6.042,6.042,5,7,0,80,157,50,80,150,250,80,1,250,10,-7,200,0,200.122,,,62,62,,-5,0,1,0,0,0,-10.0,-20.0,-1029.0,59,62,78,60,-6.46,242
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_2_of_5,2026-05-18T11:29:30.779,16.708,7.045,7.045,5,12,-1,79,162,49,79,150,250,80,1,250,10,-12,201,1,201.36,,,62,62,,-5,0,0,0,0,0,8.0,-14.0,-972.0,58,62,79,60,-6.4,243
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_2_of_5,2026-05-18T11:29:31.785,17.714,8.051,8.051,5,19,5,80,169,55,80,150,250,80,1,250,10,-19,195,0,195.923,,,62,62,,-5,-1,2,0,1,0,-15.0,-41.0,-1031.0,58,61,83,70,-6.53,244
20260518_112912,drone_4_B14_head_forward_250_20260518_112912,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,3,0,node_segment_2_of_5,2026-05-18T11:29:32.793,18.722,9.059,9.059,5,6,12,89,156,62,89,150,250,80,1,250,10,-6,188,-9,188.311,,,62,62,,-5,0,2,-1,0,0,2.0,-42.0,-980.0,59,61,87,70,-6.52,245
