run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,target_pad,phase,timestamp,elapsed_time,node_elapsed_time,battery,battery_start,battery_drop_from_start
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_1_of_5,2026-05-18T11:20:12.534,11.413,0.001,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_1_of_5,2026-05-18T11:20:13.538,12.418,1.006,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_1_of_5,2026-05-18T11:20:14.544,13.424,2.012,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_1_of_5,2026-05-18T11:20:15.550,14.429,3.017,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_1_of_5,2026-05-18T11:20:16.556,15.436,4.024,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_1_of_5,2026-05-18T11:20:17.562,16.442,5.029,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_1_of_5,2026-05-18T11:20:18.565,17.445,6.033,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_2_of_5,2026-05-18T11:20:19.570,18.45,7.037,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_2_of_5,2026-05-18T11:20:20.576,19.456,8.043,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_2_of_5,2026-05-18T11:20:21.583,20.463,9.05,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_2_of_5,2026-05-18T11:20:22.589,21.468,10.056,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_2_of_5,2026-05-18T11:20:23.593,22.473,11.06,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_2_of_5,2026-05-18T11:20:24.596,23.476,12.063,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_3_of_5,2026-05-18T11:20:25.604,24.484,13.071,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_3_of_5,2026-05-18T11:20:26.611,25.491,14.078,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_3_of_5,2026-05-18T11:20:27.617,26.497,15.084,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_3_of_5,2026-05-18T11:20:28.625,27.505,16.092,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_3_of_5,2026-05-18T11:20:29.632,28.512,17.099,60,60,0
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_3_of_5,2026-05-18T11:20:30.638,29.518,18.105,59,60,1
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_3_of_5,2026-05-18T11:20:31.642,30.522,19.109,59,60,1
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_4_of_5,2026-05-18T11:20:32.648,31.528,20.116,58,60,2
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_4_of_5,2026-05-18T11:20:33.655,32.535,21.123,58,60,2
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_4_of_5,2026-05-18T11:20:34.665,33.545,22.132,58,60,2
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_4_of_5,2026-05-18T11:20:35.670,34.55,23.137,57,60,3
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_5_of_5,2026-05-18T11:20:36.675,35.555,24.142,57,60,3
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_5_of_5,2026-05-18T11:20:37.680,36.56,25.147,57,60,3
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_5_of_5,2026-05-18T11:20:38.687,37.567,26.154,57,60,3
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_5_of_5,2026-05-18T11:20:39.691,38.571,27.158,57,60,3
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_5_of_5,2026-05-18T11:20:40.696,39.576,28.164,56,60,4
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_5_of_5,2026-05-18T11:20:41.704,40.584,29.171,56,60,4
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,8,node_segment_5_of_5,2026-05-18T11:20:42.711,41.591,30.178,55,60,5
