run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,hover_start_timestamp,hover_end_timestamp,hover_duration_sec,node_start_timestamp,node_end_timestamp,node_duration_sec,target_pad,node_forward_distance_cm,node_speed_cm_s,battery_hover_start,battery_hover_end,battery_drop
20260518_113854,drone_5_B15_head_forward_250_20260518_113854,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,2026-05-18T11:39:08.038,2026-05-18T11:39:42.562,34.524,2026-05-18T11:39:08.038,2026-05-18T11:39:42.562,34.524,2,250,10,57,49,8
