run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_1,192.168.0.101,B04,1,front_1,1,0,0,hover_logging,2026-05-05T14:00:10.354,23.134,0.0,1,4,5,81,4,5,81,0,0,80,-4,-5,-1,6.481,8.6,18.116,84,84,,0,-3,0,0,0,0,-104.0,18.0,-978.0,52,56,78,70,3.79,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_2,192.168.0.102,B08,2,front_2,2,1,0,hover_recenter,2026-05-05T14:00:10.354,23.134,0.0,2,13,12,79,63,12,79,50,0,80,-13,-12,1,17.72,8.6,18.116,92,92,,-1,0,-2,0,0,0,-20.0,-20.0,-1012.0,52,54,76,40,3.51,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_3,192.168.0.103,B10,3,front_3,3,2,0,hover_recenter,2026-05-05T14:00:10.354,23.134,0.0,3,1,0,83,101,0,83,100,0,80,-1,0,-3,3.162,8.6,18.116,84,84,,0,-1,1,0,0,0,-30.0,-20.0,-1018.0,51,53,80,50,4.27,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_4,192.168.0.106,B06,4,front_4,4,3,0,hover_recenter,2026-05-05T14:00:10.354,23.134,0.0,4,-6,0,83,144,0,83,150,0,80,6,0,-3,6.708,8.6,18.116,86,86,,0,-2,1,0,0,0,-37.0,-24.0,-1007.0,45,49,81,80,5.58,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_5,192.168.0.107,B07,5,front_5,5,4,0,hover_recenter,2026-05-05T14:00:10.354,23.134,0.0,5,7,-12,81,207,-12,81,200,0,80,-7,12,-1,13.928,8.6,18.116,86,86,,0,-1,1,0,0,0,-1.0,-23.0,-984.0,46,48,79,80,4.51,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_1,192.168.0.101,B04,1,front_1,1,0,0,hover_recenter,2026-05-05T14:00:10.461,23.24,0.107,1,4,5,81,4,5,81,0,0,80,-4,-5,-1,6.481,8.6,18.116,84,84,,0,-3,0,0,0,0,-107.0,32.0,-957.0,52,56,78,70,3.73,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_2,192.168.0.102,B08,2,front_2,2,1,0,hover_recenter,2026-05-05T14:00:10.461,23.24,0.107,2,13,12,79,63,12,79,50,0,80,-13,-12,1,17.72,8.6,18.116,92,92,,-1,0,-1,0,0,0,-2.0,-8.0,-1008.0,52,54,76,40,3.6,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_3,192.168.0.103,B10,3,front_3,3,2,0,hover_recenter,2026-05-05T14:00:10.461,23.24,0.107,3,1,0,83,101,0,83,100,0,80,-1,0,-3,3.162,8.6,18.116,84,84,,0,-1,1,0,0,0,-31.0,-15.0,-1015.0,51,53,80,50,4.22,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_4,192.168.0.106,B06,4,front_4,4,3,0,hover_recenter,2026-05-05T14:00:10.461,23.24,0.107,4,-6,0,83,144,0,83,150,0,80,6,0,-3,6.708,8.6,18.116,86,86,,0,-2,2,0,0,0,-50.0,-8.0,-1000.0,46,49,82,80,5.61,19
20260505_135947,front_head_lv1_002,front,head wind,Level1,drone_5,192.168.0.107,B07,5,front_5,5,4,0,hover_recenter,2026-05-05T14:00:10.461,23.24,0.107,5,7,-12,81,207,-12,81,200,0,80,-7,12,-1,13.928,8.6,18.116,86,86,,0,-1,1,0,0,0,0.0,-24.0,-1000.0,46,48,80,80,4.59,19
