run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_1,192.168.0.101,B09,1,front_1,1,0,0,hover_logging,2026-05-04T17:59:05.192,28.318,0.0,1,-14,12,80,-14,12,80,0,0,80,14,-12,0,18.439,19.297,38.212,87,87,,15,-1,0,0,0,0,-57.0,44.0,-987.0,53,55,81,80,20.87,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_2,192.168.0.102,B02,2,front_2,2,1,0,hover_hold,2026-05-04T17:59:05.192,28.318,0.0,2,13,-20,84,63,-20,84,50,0,80,-13,20,-4,24.187,19.297,38.212,93,93,,2,-4,0,0,0,0,-31.0,-18.0,-994.0,54,57,83,20,20.48,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_3,192.168.0.103,B08,3,front_3,3,2,0,hover_hold,2026-05-04T17:59:05.192,28.318,0.0,3,8,-8,80,108,-8,80,100,0,80,-8,8,0,11.314,19.297,38.212,86,86,,0,-3,-1,0,0,0,-42.0,9.0,-1002.0,50,52,79,40,20.79,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_4,192.168.0.106,B10,4,front_4,4,3,0,hover_hold,2026-05-04T17:59:05.192,28.318,0.0,4,-5,-11,86,145,-11,86,150,0,80,5,11,-6,13.491,19.297,38.212,93,93,,-1,-4,0,0,0,0,-71.0,24.0,-991.0,48,50,85,80,22.55,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_5,192.168.0.107,B07,5,front_5,5,4,0,hover_hold,2026-05-04T17:59:05.192,28.318,0.0,5,23,-12,81,223,-12,81,200,0,80,-23,12,-1,25.962,19.297,38.212,93,93,,-25,-1,0,0,0,0,-5.0,-18.0,-1013.0,49,52,81,30,21.41,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_1,192.168.0.101,B09,1,front_1,1,0,0,hover_hold,2026-05-04T17:59:05.300,28.426,0.108,1,-14,12,80,-14,12,80,0,0,80,14,-12,0,18.439,18.52,38.212,87,87,,15,-1,0,0,0,0,-19.0,-6.0,-972.0,53,55,81,80,20.91,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_2,192.168.0.102,B02,2,front_2,2,1,0,hover_hold,2026-05-04T17:59:05.300,28.426,0.108,2,11,-20,85,61,-20,85,50,0,80,-11,20,-5,23.367,18.52,38.212,93,93,,2,-4,0,-1,0,0,-50.0,36.0,-986.0,54,57,82,20,20.38,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_3,192.168.0.103,B08,3,front_3,3,2,0,hover_hold,2026-05-04T17:59:05.300,28.426,0.108,3,8,-8,80,108,-8,80,100,0,80,-8,8,0,11.314,18.52,38.212,86,86,,0,-2,-1,0,0,0,-66.0,16.0,-1016.0,49,51,78,40,20.63,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_4,192.168.0.106,B10,4,front_4,4,3,0,hover_hold,2026-05-04T17:59:05.300,28.426,0.108,4,-3,-11,87,147,-11,87,150,0,80,3,11,-7,13.379,18.52,38.212,93,93,,-1,-4,-1,0,-1,0,-75.0,17.0,-1018.0,48,50,85,80,22.47,16
20260504_175836,front_head_lv1_001,front,head wind,Level1,drone_5,192.168.0.107,B07,5,front_5,5,4,0,hover_hold,2026-05-04T17:59:05.300,28.426,0.108,5,23,-12,81,223,-12,81,200,0,80,-23,12,-1,25.962,18.52,38.212,93,93,,-25,-1,0,0,0,0,-16.0,-12.0,-985.0,49,52,81,30,21.47,16
