20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_2,192.168.0.109,B10,2,column_2,3,4,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,61,61,0
20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_3,192.168.0.103,B13,3,column_3,8,3,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,61,61,0
20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_4,192.168.0.106,B14,4,column_4,7,2,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,46,46,0
20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_5,192.168.0.107,B15,5,column_5,6,1,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,62,62,0
