20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_2,192.168.0.109,B10,2,column_2,3,0,8,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,24.871,-1,-100,-100,-100,,,,0,150,80,4,250,10,,,,,14.179,21.202,61,61,,95,0,0,0,0,0,5.0,17.0,-998.0,68,71,10,0,120.36,110
20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_3,192.168.0.103,B13,3,column_3,8,0,7,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,24.871,7,-6,7,84,-6,307,84,0,100,80,3,250,10,6,-207,-4,207.126,14.179,21.202,61,61,,-4,0,0,0,0,0,15.0,-6.0,-1008.0,70,73,84,20,120.88,95
20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_4,192.168.0.106,B14,4,column_4,7,0,6,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,24.871,6,0,2,78,0,252,78,0,50,80,2,250,10,0,-202,2,202.01,14.179,21.202,46,46,,-6,0,0,0,0,0,-28.0,0.0,-996.0,65,66,79,30,121.43,128
20260529_141103,column_head_lv2_new_prepare,column,head wind,Level2,drone_5,192.168.0.107,B15,5,column_5,6,0,5,emergency_landing,2026-05-29T14:11:47.530,44.271,24.871,24.871,5,1,-14,31,1,186,31,0,0,80,1,250,10,-1,-186,49,192.349,14.179,21.202,62,62,,140,0,0,0,0,0,1.0,-17.0,-996.0,66,69,10,-50,118.61,128
