run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,target_pad,phase,timestamp,elapsed_time,node_elapsed_time,battery,battery_start,battery_drop_from_start
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T10:56:34.823,11.416,0.0,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T10:56:35.832,12.425,1.01,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T10:56:36.841,13.434,2.019,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T10:56:37.848,14.441,3.025,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T10:56:38.852,15.445,4.03,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T10:56:39.856,16.449,5.034,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T10:56:40.861,17.455,6.039,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T10:56:41.868,18.461,7.045,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T10:56:42.871,19.464,8.049,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T10:56:43.878,20.471,9.056,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T10:56:44.884,21.477,10.061,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T10:56:45.891,22.484,11.069,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T10:56:46.897,23.49,12.075,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T10:56:47.903,24.496,13.081,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T10:56:48.915,25.508,14.093,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T10:56:49.921,26.515,15.099,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T10:56:50.923,27.516,16.1,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T10:56:51.925,28.518,17.103,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_5_of_5,2026-05-18T10:56:52.931,29.524,18.109,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_5_of_5,2026-05-18T10:56:53.938,30.531,19.115,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_5_of_5,2026-05-18T10:56:54.943,31.536,20.121,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_5_of_5,2026-05-18T10:56:55.951,32.544,21.128,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_5_of_5,2026-05-18T10:56:56.956,33.549,22.134,74,74,0
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_5_of_5,2026-05-18T10:56:57.963,34.556,23.141,74,74,0
