run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,hover_start_timestamp,hover_end_timestamp,hover_duration_sec,node_start_timestamp,node_end_timestamp,node_duration_sec,target_pad,node_forward_distance_cm,node_speed_cm_s,battery_hover_start,battery_hover_end,battery_drop
20260518_110011,drone_1_B11_head_forward_250_20260518_110011,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,2026-05-18T11:00:25.694,2026-05-18T11:00:56.040,30.346,2026-05-18T11:00:25.694,2026-05-18T11:00:56.040,30.346,6,250,10,63,57,6
