run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,target_pad,phase,timestamp,elapsed_time,node_elapsed_time,battery,battery_start,battery_drop_from_start
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T11:03:35.894,15.646,0.0,43,43,0
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T11:03:36.898,16.65,1.004,43,43,0
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T11:03:37.904,17.656,2.01,43,43,0
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T11:03:38.908,18.66,3.014,43,43,0
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_1_of_5,2026-05-18T11:03:39.920,19.672,4.026,43,43,0
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T11:03:40.924,20.676,5.031,43,43,0
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T11:03:41.930,21.681,6.036,43,43,0
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T11:03:42.935,22.687,7.042,42,43,1
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T11:03:43.942,23.694,8.048,42,43,1
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T11:03:44.948,24.7,9.054,42,43,1
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_2_of_5,2026-05-18T11:03:45.956,25.708,10.062,41,43,2
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T11:03:46.962,26.714,11.068,41,43,2
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T11:03:47.968,27.72,12.075,41,43,2
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T11:03:48.971,28.723,13.077,40,43,3
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T11:03:49.977,29.729,14.084,40,43,3
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_3_of_5,2026-05-18T11:03:50.983,30.735,15.09,40,43,3
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T11:03:51.994,31.745,16.1,39,43,4
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T11:03:53.000,32.752,17.106,39,43,4
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T11:03:54.007,33.759,18.113,38,43,5
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T11:03:55.015,34.767,19.121,38,43,5
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T11:03:56.022,35.774,20.128,38,43,5
20260518_110318,drone_1_B11_head_forward_250_20260518_110318,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,6,node_segment_4_of_5,2026-05-18T11:03:57.028,36.78,21.135,38,43,5
