run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,hover_start_timestamp,hover_end_timestamp,hover_duration_sec,battery_hover_start,battery_hover_end,battery_drop
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_1,192.168.0.101,B03,1,front_1,1,0,0,2026-05-04T20:55:50.420,2026-05-04T20:56:50.478,60,55,55,0
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_2,192.168.0.102,B01,2,front_2,2,1,0,2026-05-04T20:55:50.420,2026-05-04T20:56:50.478,60,64,64,0
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_3,192.168.0.103,B05,3,front_3,3,2,0,2026-05-04T20:55:50.420,2026-05-04T20:56:50.478,60,48,48,0
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_4,192.168.0.106,B02,4,front_4,4,3,0,2026-05-04T20:55:50.420,2026-05-04T20:56:50.478,60,67,67,0
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_5,192.168.0.107,B09,5,front_5,5,4,0,2026-05-04T20:55:50.420,2026-05-04T20:56:50.478,60,66,66,0
