run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_1,192.168.0.101,B03,1,front_1,1,0,0,hover_logging,2026-05-04T20:55:50.421,20.836,0.0,1,-9,6,78,-9,6,78,0,0,80,9,-6,2,11.0,7.33,14.058,55,55,,3,-2,2,0,0,0,-15.0,-4.0,-1004.0,69,71,78,60,14.2,46
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_2,192.168.0.102,B01,2,front_2,2,1,0,hover_recenter,2026-05-04T20:55:50.421,20.836,0.0,2,-9,-1,87,41,-1,87,50,0,80,9,1,-7,11.446,7.33,14.058,64,64,,-4,0,0,0,0,0,21.0,-37.0,-1030.0,68,70,81,70,14.19,51
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_3,192.168.0.103,B05,3,front_3,3,2,0,hover_recenter,2026-05-04T20:55:50.421,20.836,0.0,3,-1,0,86,99,0,86,100,0,80,1,0,-6,6.083,7.33,14.058,48,48,,0,-2,0,0,0,0,-88.0,5.0,-972.0,69,72,87,100,14.55,55
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_4,192.168.0.106,B02,4,front_4,4,3,0,hover_recenter,2026-05-04T20:55:50.421,20.836,0.0,4,-1,5,86,149,5,86,150,0,80,1,-5,-6,7.874,7.33,14.058,67,67,,1,0,1,0,0,0,-54.0,-6.0,-1042.0,63,66,82,70,15.67,59
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_5,192.168.0.107,B09,5,front_5,5,4,0,hover_recenter,2026-05-04T20:55:50.421,20.836,0.0,5,5,1,82,205,1,82,200,0,80,-5,-1,-2,5.477,7.33,14.058,66,66,,1,-2,-1,0,0,0,-41.0,-16.0,-1020.0,65,67,81,40,14.3,62
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_1,192.168.0.101,B03,1,front_1,1,0,0,hover_recenter,2026-05-04T20:55:50.530,20.945,0.109,1,-12,13,74,-12,13,74,0,0,80,12,-13,6,18.682,8.532,17.332,55,55,,2,-1,1,0,0,0,-48.0,-8.0,-1025.0,69,71,77,60,14.22,46
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_2,192.168.0.102,B01,2,front_2,2,1,0,hover_recenter,2026-05-04T20:55:50.530,20.945,0.109,2,-8,-1,84,42,-1,84,50,0,80,8,1,-4,9.0,8.532,17.332,64,64,,-4,0,1,0,0,0,15.0,-24.0,-1009.0,68,70,81,70,14.11,51
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_3,192.168.0.103,B05,3,front_3,3,2,0,hover_recenter,2026-05-04T20:55:50.530,20.945,0.109,3,-1,5,87,99,5,87,100,0,80,1,-5,-7,8.66,8.532,17.332,48,48,,0,-4,0,1,0,0,-69.0,3.0,-973.0,69,72,87,100,14.53,55
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_4,192.168.0.106,B02,4,front_4,4,3,0,hover_recenter,2026-05-04T20:55:50.530,20.945,0.109,4,-1,5,86,149,5,86,150,0,80,1,-5,-6,7.874,8.532,17.332,67,67,,1,-1,1,0,0,0,-42.0,-23.0,-1036.0,64,66,81,70,15.63,60
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_5,192.168.0.107,B09,5,front_5,5,4,0,hover_recenter,2026-05-04T20:55:50.530,20.945,0.109,5,5,1,82,205,1,82,200,0,80,-5,-1,-2,5.477,8.532,17.332,66,66,,1,-2,-2,0,0,0,-65.0,2.0,-1001.0,65,68,82,40,14.27,62
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_1,192.168.0.101,B03,1,front_1,1,0,0,hover_recenter,2026-05-04T20:55:50.637,21.052,0.216,1,-12,13,74,-12,13,74,0,0,80,12,-13,6,18.682,8.532,17.332,55,55,,2,-1,0,0,0,0,-45.0,-3.0,-1044.0,69,71,77,60,14.1,46
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_2,192.168.0.102,B01,2,front_2,2,1,0,hover_recenter,2026-05-04T20:55:50.637,21.052,0.216,2,-8,-1,84,42,-1,84,50,0,80,8,1,-4,9.0,8.532,17.332,64,64,,-3,0,1,0,0,0,32.0,-47.0,-995.0,68,70,82,70,14.17,51
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_3,192.168.0.103,B05,3,front_3,3,2,0,hover_recenter,2026-05-04T20:55:50.637,21.052,0.216,3,-1,5,87,99,5,87,100,0,80,1,-5,-7,8.66,8.532,17.332,48,48,,0,-5,-1,1,0,0,-86.0,-7.0,-975.0,69,72,87,100,14.5,55
20260504_205529,front_head_lv1_prepare,front,head wind,Level1,drone_4,192.168.0.106,B02,4,front_4,4,3,0,hover_recenter,2026-05-04T20:55:50.637,21.052,0.216,4,-1,5,86,149,5,86,150,0,80,1,-5,-6,7.874,8.532,17.332,67,67,,1,-2,2,0,0,0,-45.0,-8.0,-992.0,64,66,82,70,15.85,60
