run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,hover_start_timestamp,hover_end_timestamp,hover_duration_sec,battery_hover_start,battery_hover_end,battery_drop
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_1,192.168.0.101,B07,1,front_1,1,0,0,2026-05-05T18:47:38.600,2026-05-05T18:50:08.651,150,82,60,22
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_2,192.168.0.102,B10,2,front_2,2,1,0,2026-05-05T18:47:38.600,2026-05-05T18:50:08.651,150,96,73,23
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_3,192.168.0.103,B08,3,front_3,3,2,0,2026-05-05T18:47:38.600,2026-05-05T18:50:08.651,150,85,60,25
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_4,192.168.0.106,B06,4,front_4,4,3,0,2026-05-05T18:47:38.600,2026-05-05T18:50:08.651,150,95,71,24
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_5,192.168.0.107,B04,5,front_5,5,4,0,2026-05-05T18:47:38.600,2026-05-05T18:50:08.651,150,81,54,27
