run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_1,192.168.0.101,B07,1,front_1,1,0,0,hover_logging,2026-05-05T18:47:38.600,36.62,0.0,1,18,24,82,18,24,82,0,0,80,-18,-24,-2,30.067,14.374,29.544,82,82,,0,-1,1,0,0,0,-90.0,-39.0,-994.0,53,57,79,70,-20.53,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_2,192.168.0.102,B10,2,front_2,2,1,0,hover_recenter,2026-05-05T18:47:38.600,36.62,0.0,2,24,14,75,74,14,75,50,0,80,-24,-14,5,28.231,14.374,29.544,96,96,,0,0,0,0,0,0,5.0,-56.0,-1087.0,52,55,75,40,-20.71,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_3,192.168.0.103,B08,3,front_3,3,2,0,hover_recenter,2026-05-05T18:47:38.600,36.62,0.0,3,4,6,82,104,6,82,100,0,80,-4,-6,-2,7.483,14.374,29.544,85,85,,0,-1,0,0,0,0,3.0,0.0,-1003.0,50,52,80,50,-20.03,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_4,192.168.0.106,B06,4,front_4,4,3,0,hover_recenter,2026-05-05T18:47:38.600,36.62,0.0,4,-6,6,83,144,6,83,150,0,80,6,-6,-3,9.0,14.374,29.544,95,95,,-1,0,0,0,0,0,-6.0,0.0,-988.0,46,48,82,80,-18.89,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_5,192.168.0.107,B04,5,front_5,5,4,0,hover_recenter,2026-05-05T18:47:38.600,36.62,0.0,5,5,-22,82,205,-22,82,200,0,80,-5,22,-2,22.65,14.374,29.544,81,81,,0,-3,1,0,0,0,-28.0,-38.0,-970.0,45,47,80,70,-20.13,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_1,192.168.0.101,B07,1,front_1,1,0,0,hover_recenter,2026-05-05T18:47:38.706,36.726,0.107,1,18,24,82,18,24,82,0,0,80,-18,-24,-2,30.067,15.996,31.271,82,82,,0,-1,0,0,0,0,-72.0,-7.0,-1026.0,54,57,79,70,-20.34,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_2,192.168.0.102,B10,2,front_2,2,1,0,hover_recenter,2026-05-05T18:47:38.706,36.726,0.107,2,24,14,75,74,14,75,50,0,80,-24,-14,5,28.231,15.996,31.271,96,96,,0,0,0,0,0,0,0.0,-24.0,-1015.0,52,55,75,40,-20.61,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_3,192.168.0.103,B08,3,front_3,3,2,0,hover_recenter,2026-05-05T18:47:38.706,36.726,0.107,3,4,6,82,104,6,82,100,0,80,-4,-6,-2,7.483,15.996,31.271,85,85,,0,-1,0,0,0,0,-11.0,17.0,-997.0,50,52,80,50,-20.08,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_4,192.168.0.106,B06,4,front_4,4,3,0,hover_recenter,2026-05-05T18:47:38.706,36.726,0.107,4,-6,6,83,144,6,83,150,0,80,6,-6,-3,9.0,15.996,31.271,95,95,,-1,0,0,0,0,0,-6.0,-5.0,-998.0,46,48,82,80,-18.85,18
20260505_184701,front_head_lv2_003,front,head wind,Level2,drone_5,192.168.0.107,B04,5,front_5,5,4,0,hover_recenter,2026-05-05T18:47:38.706,36.726,0.107,5,21,-20,80,221,-20,80,200,0,80,-21,20,0,29.0,15.996,31.271,81,81,,0,-3,0,0,0,0,-21.0,-22.0,-989.0,45,47,81,70,-20.1,18
