timestamp,drone,event,detail
2026-09-10T18:18:30.906,drone_3,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-10T18:18:30.906,drone_2,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-10T18:18:30.907,drone_1,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-10T18:18:30.907,drone_4,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-10T18:18:30.907,drone_5,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-10T18:18:34.954,drone_4,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-10T18:18:35.666,drone_1,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-10T18:18:36.298,drone_5,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-10T18:18:36.299,drone_1,MOVE_REQUESTED,"pose=(5, -33, 4, 79); reference=m5; own=m5; target=(0.0, 0.0, 80)"
2026-09-10T18:18:38.798,drone_3,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-10T18:18:39.518,drone_1,FAULT,"recenter deadline exceeded without verified completion; last_pose=(5, -32, 2, 75); brake not confirmed"
2026-09-10T18:18:39.648,drone_2,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-10T18:18:41.892,drone_4,MOVE_REQUESTED,"pose=(8, 16, -4, 85); reference=m8; own=m8; target=(0.0, 0.0, 80)"
2026-09-10T18:18:44.280,drone_4,FAULT,"recenter deadline exceeded without verified completion; last_pose=(8, 14, -6, 82); brake not confirmed"
2026-09-10T18:18:46.951,drone_3,MOVE_REQUESTED,"pose=(7, -16, 9, 86); reference=m7; own=m7; target=(0.0, 0.0, 80)"
2026-09-10T18:18:49.435,drone_3,FAULT,"recenter deadline exceeded without verified completion; last_pose=(7, -7, 8, 78); brake not confirmed"
2026-09-10T18:21:15.888,drone_5,MOVE_REQUESTED,"pose=(1, 0, 16, 84); reference=m1; own=m1; target=(0.0, 0.0, 80)"
2026-09-10T18:21:16.818,drone_5,ARRIVAL_VERIFIED,"(1, 5, 5, 84)"
