run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,hover_start_timestamp,hover_end_timestamp,hover_duration_sec,node_start_timestamp,node_end_timestamp,node_duration_sec,target_pad,node_forward_distance_cm,node_speed_cm_s,battery_hover_start,battery_hover_end,battery_drop
20260529_134240,vee_head_lv2_new_007,vee,head wind,Level2,drone_1,192.168.0.101,B11,1,vee_1,1,0,0,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,6,250,10,47,33,14
20260529_134240,vee_head_lv2_new_007,vee,head wind,Level2,drone_2,192.168.0.109,B10,2,vee_2,5,1,0,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,2,250,10,47,34,13
20260529_134240,vee_head_lv2_new_007,vee,head wind,Level2,drone_3,192.168.0.103,B13,3,vee_3,3,2,0,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,8,250,10,46,33,13
20260529_134240,vee_head_lv2_new_007,vee,head wind,Level2,drone_4,192.168.0.106,B14,4,vee_4,5,3,0,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,2,250,10,46,32,14
20260529_134240,vee_head_lv2_new_007,vee,head wind,Level2,drone_5,192.168.0.107,B15,5,vee_5,1,4,0,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,2026-05-29T13:42:57.929,2026-05-29T13:43:53.896,55.967,8,250,10,50,37,13
