run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,pre_takeoff,2026-05-14T14:00:51.362,0.0,-1,-100,-100,-100,74,74,0,9,0,0,0,0,0,9.0,-3.0,-998.0,62,65,6553,0,-110.86,108
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T14:00:52.368,1.006,-1,-100,-100,-100,74,74,0,8,0,0,0,0,7,-12.0,14.0,-1111.0,62,65,10,10,-110.74,109
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T14:00:53.370,2.008,1,-1,-2,51,74,74,0,8,-2,1,0,0,2,-16.0,-10.0,-942.0,62,66,72,70,-109.96,110
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T14:00:54.376,3.014,1,-5,-8,74,74,74,0,8,-1,0,0,0,1,-13.0,-6.0,-1006.0,62,65,73,70,-109.84,111
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T14:00:55.381,4.02,1,-1,-5,81,74,74,0,8,-1,0,0,0,0,-17.0,43.0,-1035.0,62,65,80,80,-109.75,112
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,climb_to_80cm,2026-05-14T14:00:56.385,5.023,1,-1,-2,83,74,74,0,8,0,0,0,0,0,-21.0,20.0,-973.0,62,65,82,80,-109.79,113
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,climb_to_80cm,2026-05-14T14:00:57.389,6.028,1,-5,0,82,74,74,0,8,-1,0,0,0,0,-12.0,11.0,-1045.0,62,65,83,80,-109.84,114
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:00:58.395,7.033,1,-7,1,87,74,74,0,9,-1,0,-1,0,0,-23.0,3.0,-957.0,63,65,85,80,-109.74,115
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:00:59.400,8.039,1,-2,7,85,74,74,0,7,0,-2,-1,0,0,-1.0,-26.0,-852.0,63,65,80,80,-109.76,116
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:00.406,9.044,1,0,18,81,74,74,0,8,-1,1,0,0,0,-46.0,-27.0,-986.0,62,66,86,80,-109.81,117
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:01.412,10.05,2,-5,-18,90,74,74,0,9,-1,0,0,0,0,-25.0,42.0,-1001.0,63,66,89,80,-109.62,118
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:02.417,11.055,2,1,-2,88,74,74,0,8,0,0,-1,0,0,-59.0,9.0,-927.0,63,66,79,70,-109.66,119
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:03.422,12.06,2,0,12,77,74,74,0,8,-1,0,0,0,0,-25.0,-25.0,-998.0,62,65,74,70,-109.97,120
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:04.425,13.063,2,-2,20,77,74,74,0,8,-1,-1,0,0,0,-23.0,-10.0,-1037.0,63,65,74,70,-109.85,121
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:05.431,14.069,3,0,-10,76,74,74,0,8,-1,1,-1,0,0,17.0,-14.0,-1007.0,62,65,76,70,-109.78,122
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:06.437,15.075,3,-2,-2,79,74,74,0,8,-1,1,0,0,0,-81.0,36.0,-963.0,62,65,77,70,-109.77,123
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:07.442,16.08,3,-5,7,81,74,74,0,8,0,-2,0,0,0,-50.0,-24.0,-1050.0,62,65,79,80,-109.85,124
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:08.448,17.086,4,4,-21,78,74,74,0,8,-1,0,0,0,0,-25.0,-5.0,-951.0,63,65,76,70,-109.7,125
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:09.454,18.092,4,1,-10,78,74,74,0,9,0,0,-1,0,0,-24.0,-21.0,-959.0,63,65,78,70,-109.79,126
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:10.460,19.098,4,0,6,81,74,74,0,7,-2,-1,0,0,0,-45.0,-35.0,-1014.0,63,65,79,80,-109.78,127
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:11.465,20.104,4,0,12,81,74,74,0,8,0,-1,0,0,0,-40.0,-13.0,-939.0,62,65,80,80,-109.62,128
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:12.471,21.109,5,-1,-15,85,73,74,1,8,-1,-1,-1,0,0,-16.0,-25.0,-989.0,62,65,85,80,-109.7,129
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:13.475,22.113,4,0,44,87,73,74,1,8,-1,-1,0,0,0,-48.0,-21.0,-988.0,62,65,84,80,-109.82,130
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:14.481,23.119,4,0,46,87,73,74,1,8,0,1,0,0,0,-46.0,-3.0,-983.0,62,66,79,70,-109.84,131
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:15.487,24.125,5,9,-3,80,72,74,2,7,-1,-1,0,0,0,-35.0,-23.0,-1054.0,62,65,75,70,-109.97,132
20260514_140048,drone_1_B11_head_forward_250_20260514_140048,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T14:01:16.493,25.131,4,-3,44,79,72,74,2,8,-2,-1,0,-1,0,-37.0,19.0,-920.0,62,65,81,80,-109.77,133
