run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,node_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,target_pad,node_forward_distance_cm,node_speed_cm_s,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,pre_node_settle,2026-05-18T10:56:34.823,11.416,0.0,0.0,1,3,-6,91,3,-6,91,0,250,80,6,250,10,-3,256,-11,256.254,,,74,74,,-139,1,-1,0,0,0,50.0,10.0,-1009.0,56,57,87,70,-15.54,55
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_1_of_5,2026-05-18T10:56:35.832,12.425,1.01,1.01,1,2,-3,89,2,-3,89,0,250,80,6,250,10,-2,253,-9,253.168,,,74,74,,-139,1,-2,0,0,0,-15.0,26.0,-980.0,55,59,81,70,-15.72,56
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_1_of_5,2026-05-18T10:56:36.841,13.434,2.019,2.019,1,5,4,81,5,4,81,0,250,80,6,250,10,-5,246,-1,246.053,,,74,74,,-139,-2,0,0,0,0,-36.0,27.0,-1018.0,55,58,78,60,-15.79,57
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_1_of_5,2026-05-18T10:56:37.848,14.441,3.025,3.025,1,6,9,80,6,9,80,0,250,80,6,250,10,-6,241,0,241.075,,,74,74,,-140,-1,-1,0,0,0,-56.0,11.0,-955.0,56,58,78,60,-15.76,58
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_1_of_5,2026-05-18T10:56:38.852,15.445,4.03,4.03,1,8,17,80,8,17,80,0,250,80,6,250,10,-8,233,0,233.137,,,74,74,,-139,-1,0,0,0,0,-45.0,6.0,-953.0,55,58,78,60,-15.87,59
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_1_of_5,2026-05-18T10:56:39.856,16.449,5.034,5.034,2,6,-17,81,6,33,81,0,250,80,6,250,10,-6,217,-1,217.085,,,74,74,,-140,-1,-1,0,0,0,-52.0,11.0,-975.0,56,59,79,60,-15.81,60
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_1_of_5,2026-05-18T10:56:40.861,17.455,6.039,6.039,2,2,-5,83,2,45,83,0,250,80,6,250,10,-2,205,-3,205.032,,,74,74,,-140,0,0,0,0,0,-15.0,48.0,-992.0,55,58,80,60,-15.61,61
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_2_of_5,2026-05-18T10:56:41.868,18.461,7.045,7.045,2,2,2,83,2,52,83,0,250,80,6,250,10,-2,198,-3,198.033,,,74,74,,-139,0,0,1,0,0,-27.0,-16.0,-1080.0,57,59,78,60,-15.87,62
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_2_of_5,2026-05-18T10:56:42.871,19.464,8.049,8.049,2,-3,16,82,-3,66,82,0,250,80,6,250,10,3,184,-2,184.035,,,74,74,,-139,-1,0,0,0,0,-25.0,-7.0,-976.0,57,60,81,60,-15.87,63
20260518_105521,drone_1_B11_head_forward_250_20260518_105521,single_drone_baseline,head_forward_250,lv2,lv2,drone_1,192.168.0.101,B11,1,single_baseline,1,0,0,node_segment_2_of_5,2026-05-18T10:56:43.878,20.471,9.056,9.056,3,-9,-14,82,-9,86,82,0,250,80,6,250,10,9,164,-2,164.259,,,74,74,,-140,-1,-1,1,0,0,-48.0,17.0,-963.0,56,59,76,60,-15.83,64
