run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,start_timestamp,end_timestamp,duration_sec,battery_start,battery_end,battery_drop,templ_start,templ_end,temph_start,temph_end,end_reason,notes
20260513_143201,drone_1_B11_hover_20260513_143201,drone_1,1,192.168.0.101,B11,hover,up,,2026-05-13T14:32:11,2026-05-13T14:40:41,509.146,100,10,90,41,63,44,66,battery reached 10%,
