run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,pre_node_settle,2026-05-14T14:34:56.482,0.0,1,-1,2,87,75,75,0,1,-1,0,0,0,0,-36.0,14.0,-925.0,55,58,87,70,-109.11,66
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:34:57.488,1.006,1,-1,4,90,75,75,0,0,0,0,-1,0,0,-24.0,-18.0,-1005.0,55,59,85,70,-109.17,67
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:34:58.493,2.011,1,-4,16,83,75,75,0,1,0,0,-1,0,0,-6.0,-11.0,-1027.0,55,59,79,70,-109.24,68
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:34:59.499,3.017,2,-9,-24,78,75,75,0,0,0,0,-1,0,0,-16.0,0.0,-1012.0,55,58,75,60,-109.43,69
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:00.505,4.023,2,-9,-11,77,75,75,0,1,0,1,-1,0,0,39.0,-55.0,-997.0,56,59,77,60,-109.3,70
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:01.508,5.026,2,-11,9,80,75,75,0,1,0,0,-1,0,0,-3.0,4.0,-1007.0,56,59,78,70,-109.16,71
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:02.509,6.027,2,-11,21,80,75,75,0,1,-1,0,0,0,0,-64.0,14.0,-983.0,56,59,78,70,-109.37,72
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:03.515,7.033,3,-6,-22,81,75,75,0,0,-2,0,0,0,0,-59.0,18.0,-992.0,57,59,79,70,-109.28,74
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:04.520,8.038,3,-3,-18,81,75,75,0,0,-2,0,0,0,0,-49.0,-6.0,-981.0,56,59,82,70,-109.25,75
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:05.525,9.043,3,-3,-8,83,75,75,0,1,-2,0,0,0,0,-48.0,48.0,-1008.0,56,59,80,70,-109.24,76
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:06.528,10.046,3,-3,-4,80,75,75,0,0,-2,1,0,0,0,-38.0,-18.0,-1019.0,56,59,78,60,-109.26,77
20260514_143327,drone_1_B11_head_forward_250_20260514_143327,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,continuous_node_to_node,2026-05-14T14:35:07.531,11.049,3,-5,-2,83,75,75,0,0,-1,-1,0,0,0,20.0,9.0,-1031.0,56,59,81,70,-109.27,78
