run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,pre_takeoff,2026-05-14T13:58:40.904,0.0,-1,-100,-100,-100,75,75,0,8,0,0,0,0,0,11.0,-5.0,-1000.0,58,61,6553,0,-110.67,48
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:58:41.910,1.006,-1,-100,-100,-100,75,75,0,5,-1,1,0,0,7,8.0,-24.0,-1024.0,58,61,13,10,-110.4,49
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:58:42.915,2.011,1,-1,-2,49,75,75,0,6,-1,0,0,0,1,-21.0,3.0,-937.0,59,61,77,60,-109.83,50
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:58:43.919,3.015,1,-3,-2,85,75,75,0,6,-1,2,0,0,0,-1.0,-20.0,-943.0,58,62,86,70,-109.7,51
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:58:44.922,4.018,1,-9,-1,85,75,75,0,6,-1,-1,0,0,0,-59.0,-7.0,-1002.0,58,61,79,70,-109.74,52
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:58:45.927,5.023,1,-4,-1,79,75,75,0,5,0,0,0,0,0,-14.0,7.0,-996.0,58,61,72,60,-109.72,53
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:58:46.933,6.029,1,0,-2,77,75,75,0,6,0,0,0,0,0,-25.0,-5.0,-1016.0,59,62,78,60,-109.76,54
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:58:47.938,7.034,1,1,-2,84,75,75,0,5,-1,0,0,0,0,-27.0,-18.0,-935.0,58,62,83,70,-109.67,55
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,climb_to_80cm,2026-05-14T13:58:48.939,8.034,1,1,-2,85,75,75,0,6,0,0,0,0,0,-23.0,12.0,-1016.0,59,61,88,70,-109.61,56
20260514_135735,drone_1_B11_head_forward_250_20260514_135735,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T13:58:49.944,9.04,1,0,-1,91,75,75,0,6,-2,0,0,0,0,-21.0,26.0,-993.0,59,61,88,70,-109.62,57
