run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,pre_takeoff,2026-05-14T13:59:47.077,0.0,-1,-100,-100,-100,74,74,0,9,0,0,0,0,0,11.0,-2.0,-998.0,60,63,6553,0,-110.43,80
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:59:48.083,1.006,-1,-100,-100,-100,74,74,0,7,0,0,0,0,7,8.0,-5.0,-1151.0,60,64,11,10,-110.45,81
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:59:49.087,2.011,1,-1,-2,47,74,74,0,8,0,0,0,0,1,-14.0,16.0,-951.0,61,64,77,60,-109.88,82
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,takeoff,2026-05-14T13:59:50.090,3.013,1,-4,-2,83,74,74,0,8,0,0,0,0,0,28.0,7.0,-1035.0,61,64,80,70,-109.85,83
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,climb_to_80cm,2026-05-14T13:59:51.094,4.017,1,-1,-1,82,74,74,0,7,0,0,0,0,0,14.0,3.0,-970.0,61,64,80,70,-109.86,84
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T13:59:52.097,5.02,1,-4,1,82,74,74,0,7,0,0,0,0,0,-11.0,10.0,-1022.0,61,65,81,70,-109.98,85
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T13:59:53.103,6.026,1,0,-2,83,74,74,0,7,-1,0,0,0,0,0.0,3.0,-1087.0,61,65,81,70,-109.82,86
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T13:59:54.109,7.032,1,-4,0,83,74,74,0,8,0,0,-1,0,0,-9.0,11.0,-1001.0,61,64,84,70,-109.75,87
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T13:59:55.114,8.037,1,-2,6,85,74,74,0,7,-1,-2,0,0,0,-31.0,47.0,-1009.0,61,64,80,70,-109.73,88
20260514_135945,drone_1_B11_head_forward_250_20260514_135945,drone_1,1,192.168.0.101,B11,head_forward_250,up,1 -> 2 -> 3 -> 4 -> 5 -> 6,head_forward_250,2026-05-14T13:59:56.120,9.043,1,1,14,83,74,74,0,7,0,0,-1,0,0,-14.0,-45.0,-954.0,61,64,80,70,-109.72,89
