timestamp,drone,event,detail
2026-09-11T18:33:14.545,drone_2,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-11T18:33:14.546,drone_5,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-11T18:33:14.546,drone_4,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-11T18:33:14.546,drone_3,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-11T18:33:14.547,drone_1,TAKEOFF_REQUESTED,single attempt; awaiting this aircraft's reply
2026-09-11T18:33:18.804,drone_4,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-11T18:33:19.520,drone_3,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-11T18:33:20.875,drone_1,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-11T18:33:21.166,drone_2,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-11T18:33:21.949,drone_1,MOVE_REQUESTED,"pose=(5, -18, -8, 80); reference=m5; own=m5; target=(0.0, 0.0, 80)"
2026-09-11T18:33:21.949,drone_1,MOVE_DISPATCHED,"pose=(5, -18, -8, 80); reference=m5; target=(0.0, 0.0, 80); deadline_sec=3.985; no_progress_sec=1.5"
2026-09-11T18:33:23.368,drone_5,TAKEOFF_CONFIRMED,independent pad control enabled
2026-09-11T18:33:24.843,drone_1,FAULT,"assigned Pad 5 unavailable (detected 6); last_pose=(6, -27, -40, 80); brake not confirmed"
2026-09-11T18:33:25.489,drone_5,MOVE_REQUESTED,"pose=(1, 8, -17, 85); reference=m1; own=m1; target=(0.0, 0.0, 80)"
2026-09-11T18:33:25.490,drone_5,MOVE_DISPATCHED,"pose=(1, 8, -17, 85); reference=m1; target=(0.0, 0.0, 80); deadline_sec=3.972; no_progress_sec=1.5"
2026-09-11T18:33:27.770,drone_5,ARRIVAL_VERIFIED,"(1, 3, -5, 81)"
2026-09-11T18:33:30.370,drone_5,MOVE_REQUESTED,"pose=(1, 14, -18, 79); reference=m1; own=m1; target=(0.0, 0.0, 80)"
2026-09-11T18:33:30.371,drone_5,MOVE_DISPATCHED,"pose=(1, 14, -18, 79); reference=m1; target=(0.0, 0.0, 80); deadline_sec=4.141; no_progress_sec=1.5"
2026-09-11T18:33:31.929,drone_5,ARRIVAL_VERIFIED,"(1, 3, -7, 82)"
2026-09-11T18:33:32.637,drone_3,MOVE_REQUESTED,"pose=(7, 16, 10, 85); reference=m7; own=m7; target=(0.0, 0.0, 80)"
2026-09-11T18:33:32.638,drone_3,MOVE_DISPATCHED,"pose=(7, 16, 10, 85); reference=m7; target=(0.0, 0.0, 80); deadline_sec=3.976; no_progress_sec=1.5"
2026-09-11T18:33:34.204,drone_3,ARRIVAL_VERIFIED,"(7, 7, -1, 83)"
2026-09-11T18:33:39.304,drone_3,MOVE_REQUESTED,"pose=(7, 17, 6, 80); reference=m7; own=m7; target=(0.0, 0.0, 80)"
2026-09-11T18:33:39.304,drone_3,MOVE_DISPATCHED,"pose=(7, 17, 6, 80); reference=m7; target=(0.0, 0.0, 80); deadline_sec=3.901; no_progress_sec=1.5"
2026-09-11T18:33:39.716,drone_3,FAULT,"assigned Pad 7 unavailable (detected 8); last_pose=(8, -26, 28, 88); brake not confirmed"
2026-09-11T18:33:44.686,drone_2,MOVE_REQUESTED,"pose=(6, 16, -13, 77); reference=m6; own=m6; target=(0.0, 0.0, 80)"
2026-09-11T18:33:44.687,drone_2,MOVE_DISPATCHED,"pose=(6, 16, -13, 77); reference=m6; target=(0.0, 0.0, 80); deadline_sec=4.042; no_progress_sec=1.5"
2026-09-11T18:33:45.764,drone_5,MOVE_REQUESTED,"pose=(1, 10, -16, 84); reference=m1; own=m1; target=(0.0, 0.0, 80)"
2026-09-11T18:33:45.765,drone_5,MOVE_DISPATCHED,"pose=(1, 10, -16, 84); reference=m1; target=(0.0, 0.0, 80); deadline_sec=3.964; no_progress_sec=1.5"
2026-09-11T18:33:46.603,drone_5,FAULT,"position error increased by more than 15 cm during recenter; last_pose=(1, 8, -38, 94); brake not confirmed"
2026-09-11T18:33:47.301,drone_4,MOVE_REQUESTED,"pose=(8, -3, -16, 82); reference=m8; own=m8; target=(0.0, 0.0, 80)"
2026-09-11T18:33:47.302,drone_4,MOVE_DISPATCHED,"pose=(8, -3, -16, 82); reference=m8; target=(0.0, 0.0, 80); deadline_sec=3.820; no_progress_sec=1.5"
2026-09-11T18:33:47.684,drone_2,RECENTER_CANCELLED,"controller stopped or landing requested during active recenter; last_pose=(6, 5, -5, 79); brake not confirmed"
2026-09-11T18:33:47.684,drone_4,RECENTER_CANCELLED,"controller stopped or landing requested during active recenter; last_pose=(8, -3, -12, 82); brake not confirmed"
