run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,target_pad,phase,timestamp,elapsed_time,node_elapsed_time,battery,battery_start,battery_drop_from_start
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:30:37.962,10.279,0.0,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:30:38.965,11.282,1.004,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:30:39.972,12.288,2.01,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:30:40.976,13.293,3.014,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:30:41.984,14.301,4.022,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:30:42.990,15.306,5.028,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:30:43.993,16.31,6.032,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:30:45.000,17.316,7.038,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:30:46.005,18.321,8.043,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:30:47.012,19.329,9.05,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:30:48.019,20.336,10.057,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:30:49.025,21.342,11.063,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:30:50.033,22.349,12.071,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:30:51.040,23.356,13.078,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:30:52.045,24.362,14.083,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:30:53.051,25.368,15.089,54,54,0
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:30:54.058,26.374,16.096,53,54,1
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:30:55.060,27.377,17.098,53,54,1
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:30:56.067,28.383,18.105,53,54,1
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:30:57.072,29.389,19.11,52,54,2
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:30:58.078,30.394,20.116,52,54,2
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:30:59.084,31.401,21.122,52,54,2
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:00.093,32.409,22.131,51,54,3
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:01.100,33.417,23.138,51,54,3
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:02.105,34.422,24.143,50,54,4
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:03.113,35.429,25.151,50,54,4
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:04.119,36.435,26.157,50,54,4
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:05.122,37.439,27.16,49,54,5
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:06.131,38.447,28.169,49,54,5
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_4_of_5,2026-05-18T11:31:07.135,39.451,29.173,49,54,5
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_5_of_5,2026-05-18T11:31:08.142,40.459,30.18,48,54,6
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_5_of_5,2026-05-18T11:31:09.150,41.466,31.188,48,54,6
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_5_of_5,2026-05-18T11:31:10.157,42.474,32.196,48,54,6
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_5_of_5,2026-05-18T11:31:11.161,43.478,33.2,47,54,7
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_5_of_5,2026-05-18T11:31:12.169,44.485,34.207,47,54,7
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_5_of_5,2026-05-18T11:31:13.177,45.493,35.215,47,54,7
20260518_113024,drone_4_B14_head_forward_250_20260518_113024,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_5_of_5,2026-05-18T11:31:14.183,46.499,36.221,46,54,8
