run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,node_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,target_pad,node_forward_distance_cm,node_speed_cm_s,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,pre_node_settle,2026-05-18T11:20:12.534,11.413,0.001,0.001,3,-3,-2,88,97,-2,88,100,250,80,8,250,10,3,252,-8,252.145,,,60,60,,157,-3,0,0,0,0,-59.0,-17.0,-971.0,63,65,86,60,-10.31,203
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_1_of_5,2026-05-18T11:20:13.538,12.418,1.006,1.006,3,-4,1,84,96,1,84,100,250,80,8,250,10,4,249,-4,249.064,,,60,60,,157,-3,1,0,0,0,-76.0,-26.0,-998.0,64,65,80,60,-10.41,204
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_1_of_5,2026-05-18T11:20:14.544,13.424,2.012,2.012,3,-7,7,82,93,7,82,100,250,80,8,250,10,7,243,-2,243.109,,,60,60,,157,-2,2,1,0,0,-94.0,-24.0,-969.0,63,65,79,60,-10.38,205
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_1_of_5,2026-05-18T11:20:15.550,14.429,3.017,3.017,3,-11,27,80,89,27,80,100,250,80,8,250,10,11,223,0,223.271,,,60,60,,157,-3,1,0,0,0,-62.0,-15.0,-949.0,63,65,80,60,-10.46,206
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_1_of_5,2026-05-18T11:20:16.556,15.436,4.024,4.024,3,-9,34,83,91,34,83,100,250,80,8,250,10,9,216,-3,216.208,,,60,60,,156,-4,0,0,0,0,-58.0,-44.0,-936.0,64,65,83,60,-10.45,207
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_1_of_5,2026-05-18T11:20:17.562,16.442,5.029,5.029,3,-7,43,83,93,43,83,100,250,80,8,250,10,7,207,-3,207.14,,,60,60,,157,-3,1,1,0,0,-74.0,4.0,-1045.0,63,65,81,60,-10.4,208
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_1_of_5,2026-05-18T11:20:18.565,17.445,6.033,6.033,4,0,0,83,100,50,83,100,250,80,8,250,10,0,200,-3,200.022,,,60,60,,157,-4,0,0,0,0,-56.0,-7.0,-997.0,64,66,82,60,-10.4,209
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_2_of_5,2026-05-18T11:20:19.570,18.45,7.037,7.037,4,4,-3,83,104,47,83,100,250,80,8,250,10,-4,203,-3,203.062,,,60,60,,157,-5,0,0,0,0,-75.0,5.0,-1018.0,63,66,82,60,-10.4,210
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_2_of_5,2026-05-18T11:20:20.576,19.456,8.043,8.043,4,3,3,80,103,53,80,100,250,80,8,250,10,-3,197,0,197.023,,,60,60,,157,-3,0,1,0,0,-50.0,5.0,-1011.0,63,66,78,60,-10.44,211
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_2_of_5,2026-05-18T11:20:21.583,20.463,9.05,9.05,4,1,13,80,101,63,80,100,250,80,8,250,10,-1,187,0,187.003,,,60,60,,157,-4,0,0,0,0,-83.0,-6.0,-1011.0,63,65,77,60,-10.5,212
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_2_of_5,2026-05-18T11:20:22.589,21.468,10.056,10.056,4,0,21,79,100,71,79,100,250,80,8,250,10,0,179,1,179.003,,,60,60,,157,-4,0,0,0,0,-90.0,-22.0,-978.0,64,66,79,60,-10.44,213
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_2_of_5,2026-05-18T11:20:23.593,22.473,11.06,11.06,5,-3,-18,80,97,82,80,100,250,80,8,250,10,3,168,0,168.027,,,60,60,,157,-5,0,0,0,0,-98.0,-9.0,-979.0,64,66,78,60,-10.41,214
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_2_of_5,2026-05-18T11:20:24.596,23.476,12.063,12.063,5,-1,-10,79,99,90,79,100,250,80,8,250,10,1,160,1,160.006,,,60,60,,157,-6,1,0,0,0,-74.0,14.0,-950.0,63,66,79,60,-10.52,215
20260518_111958,drone_3_B13_head_forward_250_20260518_111958,single_drone_baseline,head_forward_250,lv2,lv2,drone_3,192.168.0.103,B13,1,single_baseline,3,2,0,node_segment_3_of_5,2026-05-18T11:20:25.604,24.484,13.071,13.071,5,0,-5,80,100,95,80,100,250,80,8,250,10,0,155,0,155.0,,,60,60,,156,-3,1,0,0,0,-45.0,-24.0,-1021.0,63,66,78,60,-10.23,216
