run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,node_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,target_pad,node_forward_distance_cm,node_speed_cm_s,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,pre_node_settle,2026-05-18T11:07:23.709,14.405,0.001,0.001,2,7,0,74,57,0,74,50,250,80,7,250,10,-7,250,6,250.17,,,73,73,,5,-2,0,0,0,0,-52.0,-16.0,-992.0,58,60,77,0,-14.65,106
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_1_of_5,2026-05-18T11:07:24.722,15.418,1.014,1.014,2,6,3,75,56,3,75,50,250,80,7,250,10,-6,247,5,247.123,,,73,73,,6,-3,0,0,0,0,-37.0,-5.0,-989.0,57,60,80,10,-14.74,107
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_1_of_5,2026-05-18T11:07:25.726,16.421,2.017,2.017,2,6,7,77,56,7,77,50,250,80,7,250,10,-6,243,3,243.093,,,73,73,,6,-3,0,-1,0,0,-57.0,6.0,-1008.0,58,60,79,10,-14.57,108
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_1_of_5,2026-05-18T11:07:26.732,17.427,3.023,3.023,2,7,18,77,57,18,77,50,250,80,7,250,10,-7,232,3,232.125,,,73,73,,6,-4,0,0,0,0,-95.0,0.0,-982.0,58,61,79,10,-14.67,109
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_1_of_5,2026-05-18T11:07:27.735,18.43,4.026,4.026,3,12,-28,73,62,22,73,50,250,80,7,250,10,-12,228,7,228.423,,,73,73,,5,-4,0,0,0,0,-73.0,-8.0,-986.0,57,60,80,10,-14.62,110
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_1_of_5,2026-05-18T11:07:28.740,19.435,5.031,5.031,3,7,-19,75,57,31,75,50,250,80,7,250,10,-7,219,5,219.169,,,73,73,,6,0,1,-1,0,0,-60.0,-22.0,-1015.0,58,61,80,10,-14.67,111
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_1_of_5,2026-05-18T11:07:29.745,20.441,6.037,6.037,3,2,-2,79,52,48,79,50,250,80,7,250,10,-2,202,1,202.012,,,73,73,,6,-3,0,0,0,0,-54.0,-3.0,-998.0,57,61,81,10,-14.54,112
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_2_of_5,2026-05-18T11:07:30.752,21.448,7.044,7.044,3,3,-2,79,53,48,79,50,250,80,7,250,10,-3,202,1,202.025,,,73,73,,6,-3,0,0,0,0,-73.0,-14.0,-1007.0,59,60,81,10,-14.72,113
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_2_of_5,2026-05-18T11:07:31.758,22.453,8.049,8.049,3,3,5,79,53,55,79,50,250,80,7,250,10,-3,195,1,195.026,,,73,73,,6,-3,0,-1,0,0,-69.0,-8.0,-998.0,58,60,80,10,-14.73,114
20260518_110706,drone_2_B10_head_forward_250_20260518_110706,single_drone_baseline,head_forward_250,lv2,lv2,drone_2,192.168.0.109,B10,1,single_baseline,2,1,0,node_segment_2_of_5,2026-05-18T11:07:32.765,23.46,9.056,9.056,3,4,15,79,54,65,79,50,250,80,7,250,10,-4,185,1,185.046,,,73,73,,5,-4,0,-1,0,0,-48.0,-16.0,-994.0,58,60,79,10,-14.58,115
