run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,pre_takeoff,2026-05-13T14:53:12.540,0.0,-1,-100,-100,-100,100,100,0,0,0,0,0,0,0,3.0,1.0,-998.0,52,55,10,0,-124.89,0
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:13.542,1.002,-1,-100,-100,-100,100,100,0,0,0,0,0,0,7,-23.0,-18.0,-1110.0,52,55,20,0,-124.57,0
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:14.545,2.005,6,-2,5,60,100,100,0,0,0,0,0,0,0,3.0,0.0,-927.0,53,56,88,30,-123.95,1
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:15.551,3.011,7,-6,-22,102,100,100,0,0,0,0,0,0,-1,-6.0,-3.0,-970.0,53,55,102,50,-123.83,2
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:16.555,4.016,6,-4,13,104,100,100,0,0,-1,0,0,0,-1,-9.0,-17.0,-1031.0,53,55,91,40,-123.87,3
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:17.557,5.017,7,-10,-13,88,100,100,0,0,-1,0,0,0,0,1.0,-4.0,-1047.0,53,56,76,30,-123.98,4
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:18.563,6.023,7,-6,-18,74,100,100,0,0,-1,0,0,0,0,-4.0,20.0,-988.0,54,56,71,30,-123.97,5
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:19.567,7.027,7,-4,-14,72,100,100,0,0,-1,0,0,0,0,-2.0,-5.0,-1037.0,54,56,72,30,-124.01,6
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:20.571,8.032,7,-4,-13,74,100,100,0,0,-1,0,0,0,0,0.0,-8.0,-991.0,54,56,76,30,-124.06,7
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:21.577,9.037,7,-6,-10,77,100,100,0,0,-1,0,0,0,0,9.0,-26.0,-1019.0,54,56,76,30,-124.05,8
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:22.583,10.043,7,-6,-9,79,100,100,0,0,-1,0,0,0,0,20.0,13.0,-990.0,54,57,78,30,-124.03,9
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,takeoff,2026-05-13T14:53:23.589,11.049,7,-3,-8,80,100,100,0,0,-1,0,0,0,0,-2.0,-27.0,-969.0,55,58,77,30,-123.97,10
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,hover_to_10_percent,2026-05-13T14:53:24.595,12.055,7,-4,-3,79,100,100,0,0,-2,0,0,0,0,-5.0,14.0,-950.0,54,57,76,30,-124.03,11
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,hover_to_10_percent,2026-05-13T14:53:25.597,13.057,7,-4,-5,77,100,100,0,0,-2,0,-1,0,0,-5.0,-10.0,-993.0,54,57,76,30,-124.01,12
20260513_145311,drone_2_B12_hover_20260513_145311,drone_2,2,192.168.0.102,B12,hover,up,,hover_to_10_percent,2026-05-13T14:53:26.602,14.063,7,-5,-3,78,100,100,0,0,-2,0,-1,0,0,-13.0,-27.0,-1031.0,55,57,75,30,-124.15,13
