run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,pre_takeoff,2026-05-14T13:40:43.912,0.0,-1,-100,-100,-100,100,100,0,0,0,-1,0,0,0,5.0,28.0,-999.0,36,38,10,0,-112.18,0
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:44.915,1.003,-1,-100,-100,-100,100,100,0,0,1,0,0,0,7,1.0,-1.0,-994.0,36,38,23,10,-111.81,0
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:45.921,2.009,2,19,8,54,100,100,0,0,0,0,0,0,1,-4.0,18.0,-997.0,36,39,76,50,-111.31,1
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:46.923,3.011,2,19,10,67,100,100,0,0,0,0,0,0,0,-10.0,35.0,-1029.0,37,39,89,60,-111.11,2
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:47.929,4.017,2,24,11,82,100,100,0,0,0,0,0,0,0,4.0,19.0,-987.0,37,39,85,60,-111.2,3
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:48.935,5.023,3,-42,10,79,100,100,0,0,0,0,0,0,0,-4.0,7.0,-992.0,38,40,81,60,-111.17,4
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:49.936,6.024,2,12,14,77,100,100,0,0,0,0,0,0,0,3.0,-8.0,-987.0,38,40,79,60,-111.22,5
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:50.940,7.028,2,11,14,76,100,100,0,0,0,0,0,0,0,2.0,-11.0,-982.0,39,41,79,60,-111.2,6
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:51.945,8.033,2,11,14,76,100,100,0,0,0,0,0,0,0,9.0,3.0,-1005.0,39,42,81,60,-111.2,7
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,takeoff,2026-05-14T13:40:52.950,9.038,2,19,9,76,100,100,0,0,0,0,0,0,0,-5.0,5.0,-989.0,39,42,81,60,-111.12,8
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:40:53.956,10.044,2,16,10,76,100,100,0,0,0,0,0,0,0,0.0,16.0,-1008.0,40,43,81,60,-111.22,9
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:40:54.958,11.046,2,9,14,77,100,100,0,0,0,0,0,0,0,-26.0,12.0,-1007.0,41,43,80,60,-111.23,10
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:40:55.963,12.051,2,15,11,75,100,100,0,0,0,-1,0,0,0,7.0,10.0,-995.0,41,43,80,60,-111.18,11
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:40:56.967,13.055,2,14,11,77,100,100,0,0,0,-1,0,0,0,2.0,16.0,-1008.0,42,43,80,60,-111.16,12
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:40:57.972,14.06,2,14,13,77,99,100,1,0,0,0,0,0,0,9.0,2.0,-976.0,41,44,81,60,-111.08,13
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:40:58.977,15.065,2,14,11,77,99,100,1,0,0,0,0,0,0,1.0,4.0,-996.0,42,44,81,60,-111.15,14
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:40:59.983,16.071,2,17,11,77,98,100,2,0,0,0,0,0,0,-3.0,11.0,-1005.0,42,44,81,60,-111.12,15
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:00.988,17.076,2,22,7,74,98,100,2,0,0,0,0,0,0,0.0,0.0,-1006.0,43,45,81,60,-111.11,16
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:01.990,18.078,2,17,17,74,97,100,3,0,0,0,0,0,0,6.0,-4.0,-992.0,43,46,81,60,-111.13,17
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:02.996,19.084,2,10,16,77,97,100,3,0,0,0,0,0,0,-9.0,0.0,-978.0,43,46,80,60,-111.09,18
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:04.002,20.09,2,9,17,77,96,100,4,0,0,0,0,0,0,-2.0,12.0,-1004.0,44,46,81,60,-111.09,19
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:05.008,21.096,2,9,16,77,96,100,4,0,0,0,0,0,0,0.0,0.0,-989.0,44,46,79,60,-111.11,20
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:06.013,22.101,2,23,21,68,95,100,5,0,0,0,0,0,0,-5.0,11.0,-1001.0,44,47,79,60,-111.1,21
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:07.018,23.106,2,10,17,76,95,100,5,0,0,0,0,0,0,-6.0,12.0,-1001.0,44,46,79,60,-111.07,22
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:08.020,24.108,2,9,19,76,94,100,6,0,0,0,0,0,0,0.0,8.0,-1007.0,45,47,80,60,-111.13,23
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:09.026,25.114,2,8,23,76,94,100,6,0,-1,0,0,0,0,-1.0,5.0,-998.0,45,47,79,60,-111.04,24
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:10.031,26.119,3,12,-31,72,93,100,7,0,-1,0,0,0,0,-5.0,3.0,-1024.0,45,48,80,60,-111.09,25
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:11.037,27.125,3,12,-30,74,93,100,7,0,-1,0,0,0,0,-22.0,21.0,-1000.0,46,48,81,60,-111.03,26
20260514_134041,drone_2_B12_hover_20260514_134041,drone_2,2,192.168.0.109,B12,hover,up,,hover_to_10_percent,2026-05-14T13:41:12.043,28.131,3,12,-30,75,92,100,8,0,-1,0,0,0,0,-16.0,13.0,-990.0,45,49,83,60,-111.07,28
