run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_1,192.168.0.101,B08,1,front_1,1,0,0,hover_logging,2026-05-04T18:04:18.340,17.509,0.0,1,-1,10,85,-1,10,85,0,0,80,1,-10,-5,11.225,9.778,27.253,77,77,,0,0,0,0,0,0,-20.0,14.0,-1003.0,63,65,84,80,20.57,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,1,0,hover_hold,2026-05-04T18:04:18.340,17.509,0.0,2,-2,-13,85,48,-13,85,50,0,80,2,13,-5,14.071,9.778,27.253,83,83,,0,-4,1,0,0,0,-107.0,-7.0,-985.0,62,65,87,80,19.88,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_3,192.168.0.103,B09,3,front_3,3,2,0,hover_hold,2026-05-04T18:04:18.340,17.509,0.0,3,-4,5,85,96,5,85,100,0,80,4,-5,-5,8.124,9.778,27.253,80,80,,0,-2,0,0,0,0,-67.0,6.0,-998.0,63,65,85,70,20.75,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_4,192.168.0.106,B10,4,front_4,4,3,0,hover_hold,2026-05-04T18:04:18.340,17.509,0.0,4,-8,-17,86,142,-17,86,150,0,80,8,17,-6,19.723,9.778,27.253,72,72,,-3,-2,3,0,0,0,-33.0,-25.0,-1022.0,61,64,83,70,21.77,104
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_5,192.168.0.107,B02,5,front_5,5,4,0,hover_hold,2026-05-04T18:04:18.340,17.509,0.0,5,14,11,84,214,11,84,200,0,80,-14,-11,-4,18.248,9.778,27.253,80,80,,0,-1,0,0,0,0,-26.0,-31.0,-988.0,59,63,85,70,20.75,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_1,192.168.0.101,B08,1,front_1,1,0,0,hover_hold,2026-05-04T18:04:18.447,17.617,0.108,1,0,11,85,0,11,85,0,0,80,0,-11,-5,12.083,9.804,27.253,77,77,,0,0,-1,0,0,0,25.0,-7.0,-987.0,63,65,84,80,20.56,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,1,0,hover_hold,2026-05-04T18:04:18.447,17.617,0.108,2,-2,-13,85,48,-13,85,50,0,80,2,13,-5,14.071,9.804,27.253,83,83,,0,-5,0,0,0,0,-97.0,6.0,-955.0,62,65,86,80,19.89,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_3,192.168.0.103,B09,3,front_3,3,2,0,hover_hold,2026-05-04T18:04:18.447,17.617,0.108,3,-4,5,85,96,5,85,100,0,80,4,-5,-5,8.124,9.804,27.253,80,80,,0,-2,0,0,0,0,-56.0,-9.0,-984.0,63,65,84,70,20.75,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_4,192.168.0.106,B10,4,front_4,4,3,0,hover_hold,2026-05-04T18:04:18.447,17.617,0.108,4,-8,-17,86,142,-17,86,150,0,80,8,17,-6,19.723,9.804,27.253,72,72,,-3,-2,3,0,0,0,-39.0,-9.0,-985.0,61,64,83,70,21.86,104
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_5,192.168.0.107,B02,5,front_5,5,4,0,hover_hold,2026-05-04T18:04:18.447,17.617,0.108,5,14,11,84,214,11,84,200,0,80,-14,-11,-4,18.248,9.804,27.253,80,80,,0,-1,0,0,0,0,-25.0,-30.0,-987.0,59,63,86,70,20.77,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_1,192.168.0.101,B08,1,front_1,1,0,0,hover_hold,2026-05-04T18:04:18.552,17.722,0.213,1,0,11,85,0,11,85,0,0,80,0,-11,-5,12.083,9.804,27.253,77,77,,0,0,0,0,0,0,16.0,8.0,-994.0,63,65,84,80,20.57,13
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,1,0,hover_hold,2026-05-04T18:04:18.552,17.722,0.213,2,-2,-13,86,48,-13,86,50,0,80,2,13,-6,14.457,9.804,27.253,83,83,,0,-6,0,0,0,0,-93.0,-6.0,-958.0,62,65,84,80,19.92,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_3,192.168.0.103,B09,3,front_3,3,2,0,hover_hold,2026-05-04T18:04:18.552,17.722,0.213,3,-4,5,85,96,5,85,100,0,80,4,-5,-5,8.124,9.804,27.253,80,80,,0,-3,0,0,0,0,-70.0,-8.0,-1009.0,63,65,85,70,20.73,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_4,192.168.0.106,B10,4,front_4,4,3,0,hover_hold,2026-05-04T18:04:18.552,17.722,0.213,4,-8,-17,86,142,-17,86,150,0,80,8,17,-6,19.723,9.804,27.253,72,72,,-3,-1,2,0,0,0,-24.0,-33.0,-1044.0,61,64,83,70,21.95,105
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_5,192.168.0.107,B02,5,front_5,5,4,0,hover_hold,2026-05-04T18:04:18.552,17.722,0.213,5,14,11,84,214,11,84,200,0,80,-14,-11,-4,18.248,9.804,27.253,80,80,,0,-1,1,0,0,0,-27.0,-31.0,-982.0,59,63,86,70,20.76,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_1,192.168.0.101,B08,1,front_1,1,0,0,hover_hold,2026-05-04T18:04:18.659,17.828,0.32,1,0,11,85,0,11,85,0,0,80,0,-11,-5,12.083,9.699,26.551,77,77,,0,0,0,0,0,0,-28.0,55.0,-994.0,63,65,84,80,20.65,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,1,0,hover_hold,2026-05-04T18:04:18.659,17.828,0.32,2,-2,-13,86,48,-13,86,50,0,80,2,13,-6,14.457,9.699,26.551,83,83,,1,-5,0,0,0,0,-108.0,12.0,-977.0,62,65,84,80,19.94,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_3,192.168.0.103,B09,3,front_3,3,2,0,hover_hold,2026-05-04T18:04:18.659,17.828,0.32,3,-4,5,85,96,5,85,100,0,80,4,-5,-5,8.124,9.699,26.551,80,80,,0,-4,0,0,0,0,-67.0,4.0,-986.0,63,65,84,70,20.76,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_4,192.168.0.106,B10,4,front_4,4,3,0,hover_hold,2026-05-04T18:04:18.659,17.828,0.32,4,-8,-17,86,142,-17,86,150,0,80,8,17,-6,19.723,9.699,26.551,72,72,,-3,-1,1,0,0,0,-25.0,-26.0,-1007.0,61,64,83,70,21.94,105
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_5,192.168.0.107,B02,5,front_5,5,4,0,hover_hold,2026-05-04T18:04:18.659,17.828,0.32,5,14,9,85,214,9,85,200,0,80,-14,-9,-5,17.378,9.699,26.551,80,80,,0,0,1,0,0,0,-31.0,-19.0,-992.0,59,63,86,70,20.81,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_1,192.168.0.101,B08,1,front_1,1,0,0,hover_hold,2026-05-04T18:04:18.766,17.936,0.427,1,0,11,85,0,11,85,0,0,80,0,-11,-5,12.083,11.577,29.812,77,77,,0,0,0,0,0,0,7.0,4.0,-1006.0,63,65,84,80,20.62,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,1,0,hover_hold,2026-05-04T18:04:18.766,17.936,0.427,2,-2,-13,86,48,-13,86,50,0,80,2,13,-6,14.457,11.577,29.812,83,83,,1,-6,0,0,0,0,-89.0,38.0,-939.0,62,65,84,80,19.88,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_3,192.168.0.103,B09,3,front_3,3,2,0,hover_hold,2026-05-04T18:04:18.766,17.936,0.427,3,-4,3,86,96,3,86,100,0,80,4,-3,-6,7.81,11.577,29.812,80,80,,0,-3,0,0,0,0,-63.0,7.0,-976.0,63,65,85,70,20.93,14
20260504_180400,front_head_lv1_002,front,head wind,Level1,drone_4,192.168.0.106,B10,4,front_4,4,3,0,hover_hold,2026-05-04T18:04:18.766,17.936,0.427,4,-13,-12,86,137,-12,86,150,0,80,13,12,-6,18.682,11.577,29.812,72,72,,-3,-1,1,0,0,0,-25.0,-17.0,-1034.0,61,64,83,70,21.81,105
