run_id,experiment_id,formation,wind_direction,wind_speed,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,target_pad,phase,timestamp,elapsed_time,node_elapsed_time,battery,battery_start,battery_drop_from_start
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_1,192.168.0.101,B06,1,front_1,1,6,node_segment_1,2026-05-07T13:52:46.607,19.81,0.0,64,64,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,7,node_segment_1,2026-05-07T13:52:46.607,19.81,0.0,59,59,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_3,192.168.0.103,B10,3,front_3,3,8,node_segment_1,2026-05-07T13:52:46.607,19.81,0.0,61,61,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_4,192.168.0.106,B02,4,front_4,4,1,node_segment_1,2026-05-07T13:52:46.607,19.81,0.0,57,57,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_5,192.168.0.107,B04,5,front_5,5,2,node_segment_1,2026-05-07T13:52:46.607,19.81,0.0,60,60,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_1,192.168.0.101,B06,1,front_1,1,6,node_segment_1,2026-05-07T13:52:46.716,19.919,0.109,64,64,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,7,node_segment_1,2026-05-07T13:52:46.716,19.919,0.109,59,59,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_3,192.168.0.103,B10,3,front_3,3,8,node_segment_1,2026-05-07T13:52:46.716,19.919,0.109,61,61,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_4,192.168.0.106,B02,4,front_4,4,1,node_segment_1,2026-05-07T13:52:46.716,19.919,0.109,57,57,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_5,192.168.0.107,B04,5,front_5,5,2,node_segment_1,2026-05-07T13:52:46.716,19.919,0.109,60,60,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_1,192.168.0.101,B06,1,front_1,1,6,node_segment_1,2026-05-07T13:52:46.822,20.024,0.215,64,64,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,7,node_segment_1,2026-05-07T13:52:46.822,20.024,0.215,59,59,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_3,192.168.0.103,B10,3,front_3,3,8,node_segment_1,2026-05-07T13:52:46.822,20.024,0.215,61,61,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_4,192.168.0.106,B02,4,front_4,4,1,node_segment_1,2026-05-07T13:52:46.822,20.024,0.215,57,57,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_5,192.168.0.107,B04,5,front_5,5,2,node_segment_1,2026-05-07T13:52:46.822,20.024,0.215,60,60,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_1,192.168.0.101,B06,1,front_1,1,6,node_segment_1,2026-05-07T13:52:46.927,20.129,0.32,64,64,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_2,192.168.0.102,B07,2,front_2,2,7,node_segment_1,2026-05-07T13:52:46.927,20.129,0.32,59,59,0
20260507_135226,front_head_lv1_006,front,head wind,Level1,drone_3,192.168.0.103,B10,3,front_3,3,8,node_segment_1,2026-05-07T13:52:46.927,20.129,0.32,61,61,0
