run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,phase,timestamp,elapsed_time,mid,x,y,z,battery,battery_start,battery_drop_from_start,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,pre_takeoff,2026-05-13T16:38:27.306,0.0,-1,-100,-100,-100,100,100,0,0,0,0,0,0,0,18.0,-5.0,-1000.0,39,41,10,0,-125.89,0
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:28.307,1.001,-1,-100,-100,-100,100,100,0,0,0,0,0,0,7,-4.0,-1.0,-1050.0,39,41,24,10,-125.64,0
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:29.312,2.006,8,3,-1,63,100,100,0,0,0,0,0,0,1,-19.0,2.0,-1009.0,40,41,71,50,-125.12,1
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:30.316,3.01,8,5,-2,79,100,100,0,0,0,0,0,0,0,-27.0,6.0,-981.0,40,42,87,60,-124.99,2
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:31.322,4.016,8,7,-5,90,100,100,0,0,0,0,0,0,0,-35.0,12.0,-987.0,41,42,87,70,-125.02,3
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:32.325,5.02,8,5,-4,86,100,100,0,0,0,0,0,0,0,-4.0,-1.0,-1010.0,41,43,82,60,-124.95,4
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:33.329,6.023,8,4,-3,82,99,100,1,0,0,0,0,0,0,2.0,-9.0,-1003.0,41,44,78,60,-125.06,5
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:34.330,7.024,8,3,-2,79,99,100,1,0,0,0,0,0,0,-6.0,-4.0,-991.0,42,44,77,60,-124.97,6
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:35.335,8.029,8,2,-4,79,98,100,2,0,0,0,0,0,0,-8.0,-3.0,-991.0,43,45,78,60,-124.96,7
20260513_163826,drone_3_B13_hover_20260513_163826,drone_3,3,192.168.0.103,B13,hover,up,,takeoff,2026-05-13T16:38:36.339,9.033,8,0,-4,82,98,100,2,0,0,0,0,0,0,0.0,-5.0,-993.0,43,45,80,60,-124.87,8
