run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,target_pad,phase,timestamp,elapsed_time,node_elapsed_time,battery,battery_start,battery_drop_from_start
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:26:54.226,9.98,0.001,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:26:55.236,10.99,1.011,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:26:56.243,11.997,2.018,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:26:57.249,13.003,3.024,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:26:58.252,14.006,4.028,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:26:59.259,15.013,5.034,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_1_of_5,2026-05-18T11:27:00.265,16.019,6.04,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:27:01.272,17.027,7.048,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:27:02.279,18.034,8.055,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:27:03.287,19.041,9.062,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:27:04.290,20.044,10.065,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_2_of_5,2026-05-18T11:27:05.296,21.051,11.072,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:27:06.301,22.055,12.076,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:27:07.309,23.063,13.084,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:27:08.313,24.067,14.088,71,71,0
20260518_112641,drone_4_B14_head_forward_250_20260518_112641,single_drone_baseline,head_forward_250,lv2,lv2,drone_4,192.168.0.106,B14,1,single_baseline,4,1,node_segment_3_of_5,2026-05-18T11:27:09.316,25.07,15.091,71,71,0
