run_id,baseline_id,drone_name,drone_number,drone_ip,battery_id,mode,direction,baseline_path,start_timestamp,end_timestamp,duration_sec,battery_start,battery_end,battery_drop,templ_start,templ_end,temph_start,temph_end,end_reason,notes
20260513_171713,drone_2_B09_hover_20260513_171713,drone_2,2,192.168.0.109,B09,hover,up,,2026-05-13T17:17:15,2026-05-13T17:25:57,522.248,100,10,90,42,63,45,66,battery reached 10%,
