run_id,experiment_id,formation,wind_direction,wind_speed,wind_level,drone_name,drone_ip,battery_id,takeoff_order,drone_role,mission_pad,grid_column,grid_row,phase,timestamp,elapsed_time,hover_elapsed_time,node_elapsed_time,mid,x,y,z,X_global,Y_global,Z_global,target_x,target_y,target_z,target_pad,node_forward_distance_cm,node_speed_cm_s,position_error_x,position_error_y,position_error_z,position_error_dist,mean_spacing_error,max_spacing_error,battery,battery_hover_start,battery_hover_end,yaw,pitch,roll,vgx,vgy,vgz,agx,agy,agz,templ,temph,tof,h,baro,motor_time
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,pre_node_settle,2026-05-18T11:37:59.871,10.826,0.001,0.001,5,2,-6,87,202,-6,87,200,250,80,2,250,10,-2,256,-7,256.103,,,64,64,,176,0,1,0,0,0,26.0,-18.0,-1010.0,61,63,84,80,-7.74,205
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_1_of_5,2026-05-18T11:38:00.878,11.833,1.008,1.008,5,-12,-3,85,188,-3,85,200,250,80,2,250,10,12,253,-5,253.334,,,64,64,,176,0,1,1,0,0,4.0,-13.0,-1004.0,61,63,83,80,-7.8,206
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_1_of_5,2026-05-18T11:38:01.885,12.84,2.014,2.014,5,1,5,85,201,5,85,200,250,80,2,250,10,-1,245,-5,245.053,,,64,64,,176,1,2,1,0,0,26.0,-27.0,-1010.0,61,64,82,80,-7.67,207
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_1_of_5,2026-05-18T11:38:02.891,13.846,3.021,3.021,5,0,25,82,200,25,82,200,250,80,2,250,10,0,225,-2,225.009,,,64,64,,176,1,2,1,0,0,24.0,-33.0,-1025.0,60,63,82,80,-7.86,208
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_1_of_5,2026-05-18T11:38:03.899,14.854,4.028,4.028,6,-4,0,82,196,50,82,200,250,80,2,250,10,4,200,-2,200.05,,,64,64,,176,1,-1,0,0,0,16.0,0.0,-1002.0,61,64,80,80,-7.74,209
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_2_of_5,2026-05-18T11:38:04.906,15.861,5.036,5.036,6,2,1,82,202,51,82,200,250,80,2,250,10,-2,199,-2,199.02,,,64,64,,176,-1,0,0,0,0,22.0,-29.0,-998.0,61,64,81,80,-7.85,210
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_2_of_5,2026-05-18T11:38:05.911,16.866,6.041,6.041,6,2,3,83,202,53,83,200,250,80,2,250,10,-2,197,-3,197.033,,,64,64,,176,1,2,1,0,0,11.0,0.0,-1011.0,61,63,81,80,-7.87,211
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_2_of_5,2026-05-18T11:38:06.919,17.874,7.048,7.048,6,5,15,80,205,65,80,200,250,80,2,250,10,-5,185,0,185.068,,,64,64,,175,0,2,0,0,0,4.0,-20.0,-1031.0,61,63,77,70,-7.84,212
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_2_of_5,2026-05-18T11:38:07.924,18.879,8.054,8.054,6,3,20,79,203,70,79,200,250,80,2,250,10,-3,180,1,180.028,,,64,64,,175,-1,-2,0,0,0,-35.0,-3.0,-1005.0,61,64,77,70,-7.88,213
20260518_113746,drone_5_B15_head_forward_250_20260518_113746,single_drone_baseline,head_forward_250,lv2,lv2,drone_5,192.168.0.107,B15,1,single_baseline,5,4,0,node_segment_2_of_5,2026-05-18T11:38:08.927,19.882,9.057,9.057,6,9,23,78,209,73,78,200,250,80,2,250,10,-9,177,2,177.24,,,64,64,,177,0,2,0,0,0,-5.0,-12.0,-1040.0,61,64,76,70,-7.87,214
